,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,E / V,e / (A s-1/2)
1319,,,,,,,,0.802612,-0.00294459
1320,,,,,,,,0.801392,-0.00284885
1321,,,,,,,,0.800171,-0.00275228
1322,,,,,,,,0.799866,-0.00266884
1323,,,,,,,,0.798035,-0.00261013
1324,,,,,,,,0.797424,-0.00255757
1325,,,,,,,,0.796204,-0.00246265
1326,,,,,,,,0.795288,-0.00240258
1327,,,,,,,,0.793762,-0.00239473
1328,,,,,,,,0.793152,-0.00234521
1329,,,,,,,,0.791931,-0.00226874
1330,,,,,,,,0.791016,-0.00225028
1331,,,,,,,,0.7901,-0.00225479
1332,,,,,,,,0.788879,-0.00220432
1333,,,,,,,,0.787659,-0.00214694
1334,,,,,,,,0.786438,-0.00218019
1335,,,,,,,,0.785522,-0.00221171
1336,,,,,,,,0.784607,-0.00216773
1337,,,,,,,,0.783997,-0.00214444
1338,,,,,,,,0.782471,-0.00216205
1339,,,,,,,,0.78186,-0.00217752
1340,,,,,,,,0.780334,-0.00215778
1341,,,,,,,,0.778809,-0.00215143
1342,,,,,,,,0.777588,-0.00219494
1343,,,,,,,,0.777283,-0.00219094
1344,,,,,,,,0.776062,-0.00216907
1345,,,,,,,,0.774841,-0.00217156
1346,,,,,,,,0.773621,-0.00216478
1347,,,,,,,,0.7724,-0.00217441
1348,,,,,,,,0.77179,-0.00217732
1349,,,,,,,,0.770874,-0.00217152
1350,,,,,,,,0.769348,-0.00217298
1351,,,,,,,,0.768738,-0.00218122
1352,,,,,,,,0.767822,-0.00219444
1353,,,,,,,,0.766296,-0.00219563
1354,,,,,,,,0.765381,-0.00219517
1355,,,,,,,,0.76416,-0.00220549
1356,,,,,,,,0.762634,-0.00220865
1357,,,,,,,,0.762329,-0.00220361
1358,,,,,,,,0.761108,-0.00219417
1359,,,,,,,,0.759888,-0.0022038
1360,,,,,,,,0.758667,-0.0022198
1361,,,,,,,,0.757751,-0.00221443
1362,,,,,,,,0.756531,-0.00219905
1363,,,,,,,,0.75592,-0.00219866
1364,,,,,,,,0.755005,-0.00220351
1365,,,,,,,,0.753479,-0.00219292
1366,,,,,,,,0.752563,-0.00218319
1367,,,,,,,,0.751648,-0.00219227
1368,,,,,,,,0.749939,-0.00221712
1369,,,,,,,,0.74881,-0.00223191
1370,,,,,,,,0.747772,-0.002235
1371,,,,,,,,0.746735,-0.00225754
1372,,,,,,,,0.745667,-0.00227842
1373,,,,,,,,0.744629,-0.00232211
1374,,,,,,,,0.7435,-0.00233881
1375,,,,,,,,0.742523,-0.00229304
1376,,,,,,,,0.741364,-0.0023312
1377,,,,,,,,0.740234,-0.00238266
1378,,,,,,,,0.739227,-0.00239081
1379,,,,,,,,0.73822,-0.00241897
1380,,,,,,,,0.737091,-0.00243717
1381,,,,,,,,0.736023,-0.00247119
1382,,,,,,,,0.734985,-0.00246489
1383,,,,,,,,0.733887,-0.00242104
1384,,,,,,,,0.73288,-0.00247188
1385,,,,,,,,0.73175,-0.0025109
1386,,,,,,,,0.730682,-0.00251333
1387,,,,,,,,0.729675,-0.00254387
1388,,,,,,,,0.728577,-0.00256506
1389,,,,,,,,0.727478,-0.00257776
1390,,,,,,,,0.726501,-0.00259193
1391,,,,,,,,0.725403,-0.00261797
1392,,,,,,,,0.724335,-0.0026467
1393,,,,,,,,0.723175,-0.00266118
1394,,,,,,,,0.722137,-0.00266903
1395,,,,,,,,0.721069,-0.00270221
1396,,,,,,,,0.71994,-0.00274516
1397,,,,,,,,0.718933,-0.00275982
1398,,,,,,,,0.717926,-0.00276854
1399,,,,,,,,0.716888,-0.00279192
1400,,,,,,,,0.715759,-0.00282008
1401,,,,,,,,0.714661,-0.00283664
1402,,,,,,,,0.713654,-0.00285462
1403,,,,,,,,0.712616,-0.00289692
1404,,,,,,,,0.711517,-0.00294994
1405,,,,,,,,0.710388,-0.00298223
1406,,,,,,,,0.709381,-0.0029966
1407,,,,,,,,0.708313,-0.00302052
1408,,,,,,,,0.707245,-0.00305691
1409,,,,,,,,0.706146,-0.00307781
1410,,,,,,,,0.705109,-0.00308587
1411,,,,,,,,0.704071,-0.00310643
1412,,,,,,,,0.703033,-0.00313577
1413,,,,,,,,0.701813,-0.00314743
1414,,,,,,,,0.700867,-0.00315647
1415,,,,,,,,0.699799,-0.00319869
1416,,,,,,,,0.69873,-0.00324854
1417,,,,,,,,0.697601,-0.00327452
1418,,,,,,,,0.696564,-0.0032685
1419,,,,,,,,0.695557,-0.00334186
1420,,,,,,,,0.694427,-0.00340466
1421,,,,,,,,0.69342,-0.00333675
1422,,,,,,,,0.692322,-0.00335012
1423,,,,,,,,0.691284,-0.00346851
1424,,,,,,,,0.690125,-0.00348472
1425,,,,,,,,0.689117,-0.00343196
1426,,,,,,,,0.688049,-0.00349307
1427,,,,,,,,0.687012,-0.00363375
1428,,,,,,,,0.685944,-0.00360552
1429,,,,,,,,0.684814,-0.00353556
1430,,,,,,,,0.683777,-0.00363524
1431,,,,,,,,0.68277,-0.00373299
1432,,,,,,,,0.681641,-0.003715
1433,,,,,,,,0.680664,-0.003701
1434,,,,,,,,0.679626,-0.0037885
1435,,,,,,,,0.678589,-0.00383474
1436,,,,,,,,0.67746,-0.00379213
1437,,,,,,,,0.676392,-0.00382123
1438,,,,,,,,0.675354,-0.00387665
1439,,,,,,,,0.674286,-0.00389196
1440,,,,,,,,0.673218,-0.00394277
1441,,,,,,,,0.672058,-0.00398194
1442,,,,,,,,0.671051,-0.0039949
1443,,,,,,,,0.670013,-0.00403753
1444,,,,,,,,0.668945,-0.00408346
1445,,,,,,,,0.667877,-0.00409629
1446,,,,,,,,0.66684,-0.00411697
1447,,,,,,,,0.665741,-0.00416243
1448,,,,,,,,0.664642,-0.00421399
1449,,,,,,,,0.663544,-0.00424009
1450,,,,,,,,0.662567,-0.00425477
1451,,,,,,,,0.661499,-0.00429385
1452,,,,,,,,0.66037,-0.00432872
1453,,,,,,,,0.659241,-0.0043419
1454,,,,,,,,0.658295,-0.0043672
1455,,,,,,,,0.657227,-0.00440567
1456,,,,,,,,0.656128,-0.00443493
1457,,,,,,,,0.654999,-0.00445771
1458,,,,,,,,0.654083,-0.00448344
1459,,,,,,,,0.652985,-0.0045174
1460,,,,,,,,0.651886,-0.00455166
1461,,,,,,,,0.650757,-0.0045778
1462,,,,,,,,0.64975,-0.00460415
1463,,,,,,,,0.648651,-0.00463117
1464,,,,,,,,0.647614,-0.00465808
1465,,,,,,,,0.646545,-0.00470247
1466,,,,,,,,0.645477,-0.00472786
1467,,,,,,,,0.64444,-0.00466236
1468,,,,,,,,0.643341,-0.00465836
1469,,,,,,,,0.642303,-0.00478479
1470,,,,,,,,0.641174,-0.00481267
1471,,,,,,,,0.640167,-0.00476144
1472,,,,,,,,0.639069,-0.00485626
1473,,,,,,,,0.63797,-0.00498607
1474,,,,,,,,0.636932,-0.00492836
1475,,,,,,,,0.635834,-0.00481294
1476,,,,,,,,0.634796,-0.00485695
1477,,,,,,,,0.633667,-0.00495189
1478,,,,,,,,0.63269,-0.00492072
1479,,,,,,,,0.631622,-0.00490233
1480,,,,,,,,0.630554,-0.00502995
1481,,,,,,,,0.629425,-0.00510075
1482,,,,,,,,0.628418,-0.00504007
1483,,,,,,,,0.62738,-0.00504319
1484,,,,,,,,0.626251,-0.00507578
1485,,,,,,,,0.625214,-0.00506522
1486,,,,,,,,0.624176,-0.00507673
1487,,,,,,,,0.623138,-0.00510617
1488,,,,,,,,0.622009,-0.00512556
1489,,,,,,,,0.620941,-0.00511671
1490,,,,,,,,0.619843,-0.00512063
1491,,,,,,,,0.618805,-0.00514975
1492,,,,,,,,0.617737,-0.00516406
1493,,,,,,,,0.616638,-0.00516164
1494,,,,,,,,0.615601,-0.00516032
1495,,,,,,,,0.614563,-0.00517585
1496,,,,,,,,0.613434,-0.00519358
1497,,,,,,,,0.612366,-0.00518843
1498,,,,,,,,0.611359,-0.00518607
1499,,,,,,,,0.61026,-0.00521022
1500,,,,,,,,0.609161,-0.00522144
1501,,,,,,,,0.608154,-0.00520974
1502,,,,,,,,0.607025,-0.00520515
1503,,,,,,,,0.605957,-0.00522556
1504,,,,,,,,0.604889,-0.00524927
1505,,,,,,,,0.60379,-0.00524981
1506,,,,,,,,0.602753,-0.00523696
1507,,,,,,,,0.601746,-0.00524393
1508,,,,,,,,0.600616,-0.00524992
1509,,,,,,,,0.599518,-0.00523016
1510,,,,,,,,0.598541,-0.00521475
1511,,,,,,,,0.597473,-0.0052238
1512,,,,,,,,0.596375,-0.00525984
1513,,,,,,,,0.595276,-0.00520099
1514,,,,,,,,0.594208,-0.0051317
1515,,,,,,,,0.59317,-0.00522641
1516,,,,,,,,0.592133,-0.00524362
1517,,,,,,,,0.591034,-0.00517636
1518,,,,,,,,0.589996,-0.00518525
1519,,,,,,,,0.588898,-0.00521247
1520,,,,,,,,0.587799,-0.00523029
1521,,,,,,,,0.586731,-0.00515813
1522,,,,,,,,0.585693,-0.00512877
1523,,,,,,,,0.584625,-0.00521673
1524,,,,,,,,0.583496,-0.00517738
1525,,,,,,,,0.58252,-0.00510651
1526,,,,,,,,0.581421,-0.00511988
1527,,,,,,,,0.580383,-0.0051198
1528,,,,,,,,0.579254,-0.00510719
1529,,,,,,,,0.578186,-0.00508218
1530,,,,,,,,0.577179,-0.0050548
1531,,,,,,,,0.57608,-0.00504603
1532,,,,,,,,0.574982,-0.00504117
1533,,,,,,,,0.573944,-0.00501869
1534,,,,,,,,0.572906,-0.00500102
1535,,,,,,,,0.571747,-0.00499664
1536,,,,,,,,0.570709,-0.00498215
1537,,,,,,,,0.569702,-0.00494474
1538,,,,,,,,0.568573,-0.00492196
1539,,,,,,,,0.567566,-0.00492413
1540,,,,,,,,0.566437,-0.004907
1541,,,,,,,,0.56543,-0.00486393
1542,,,,,,,,0.564331,-0.0048381
1543,,,,,,,,0.563263,-0.00484227
1544,,,,,,,,0.562134,-0.00482636
1545,,,,,,,,0.561096,-0.00478832
1546,,,,,,,,0.560028,-0.00477332
1547,,,,,,,,0.55899,-0.00476379
1548,,,,,,,,0.557861,-0.00472572
1549,,,,,,,,0.556915,-0.00467837
1550,,,,,,,,0.555817,-0.00466576
1551,,,,,,,,0.554718,-0.00466989
1552,,,,,,,,0.55365,-0.00464586
1553,,,,,,,,0.552551,-0.00460503
1554,,,,,,,,0.551514,-0.00457431
1555,,,,,,,,0.550446,-0.00455103
1556,,,,,,,,0.549377,-0.00451797
1557,,,,,,,,0.548309,-0.00448464
1558,,,,,,,,0.547272,-0.00446732
1559,,,,,,,,0.546143,-0.0044466
1560,,,,,,,,0.545044,-0.00440421
1561,,,,,,,,0.543976,-0.00441568
1562,,,,,,,,0.542969,-0.00441939
1563,,,,,,,,0.54187,-0.0043349
1564,,,,,,,,0.540771,-0.00429002
1565,,,,,,,,0.539734,-0.00429701
1566,,,,,,,,0.538727,-0.00422695
1567,,,,,,,,0.537598,-0.00411741
1568,,,,,,,,0.536499,-0.00409914
1569,,,,,,,,0.535461,-0.00415193
1570,,,,,,,,0.534485,-0.00414025
1571,,,,,,,,0.533356,-0.00406107
1572,,,,,,,,0.532257,-0.00403531
1573,,,,,,,,0.53125,-0.00403074
1574,,,,,,,,0.530151,-0.0039514
1575,,,,,,,,0.529114,-0.00388053
1576,,,,,,,,0.527954,-0.00388029
1577,,,,,,,,0.526947,-0.00385909
1578,,,,,,,,0.525909,-0.00382914
1579,,,,,,,,0.524811,-0.0038019
1580,,,,,,,,0.523651,-0.00374016
1581,,,,,,,,0.522675,-0.00369665
1582,,,,,,,,0.521576,-0.00368637
1583,,,,,,,,0.520477,-0.00366268
1584,,,,,,,,0.519379,-0.00360996
1585,,,,,,,,0.518433,-0.0035626
1586,,,,,,,,0.517365,-0.00353769
1587,,,,,,,,0.516235,-0.00350582
1588,,,,,,,,0.515076,-0.00345815
1589,,,,,,,,0.51413,-0.00342857
1590,,,,,,,,0.513062,-0.00341294
1591,,,,,,,,0.511902,-0.00338354
1592,,,,,,,,0.510925,-0.00334028
1593,,,,,,,,0.509857,-0.00330256
1594,,,,,,,,0.508789,-0.00327357
1595,,,,,,,,0.507721,-0.00323717
1596,,,,,,,,0.506561,-0.00319345
1597,,,,,,,,0.505585,-0.00315372
1598,,,,,,,,0.504517,-0.00312512
1599,,,,,,,,0.503387,-0.00309863
1600,,,,,,,,0.502411,-0.00305998
1601,,,,,,,,0.501282,-0.00301767
1602,,,,,,,,0.500183,-0.00298626
1603,,,,,,,,0.499176,-0.002952
1604,,,,,,,,0.498047,-0.00290581
1605,,,,,,,,0.497009,-0.00286722
1606,,,,,,,,0.495972,-0.00283553
1607,,,,,,,,0.494873,-0.00283445
1608,,,,,,,,0.493774,-0.00282436
1609,,,,,,,,0.492737,-0.00274752
1610,,,,,,,,0.491669,-0.00270739
1611,,,,,,,,0.49057,-0.00271295
1612,,,,,,,,0.489471,-0.00266002
1613,,,,,,,,0.488525,-0.00258152
1614,,,,,,,,0.487396,-0.00257352
1615,,,,,,,,0.486328,-0.00259264
1616,,,,,,,,0.48526,-0.00254827
1617,,,,,,,,0.484192,-0.00247215
1618,,,,,,,,0.483124,-0.00245713
1619,,,,,,,,0.482025,-0.00245751
1620,,,,,,,,0.480927,-0.00238985
1621,,,,,,,,0.479889,-0.00233009
1622,,,,,,,,0.478821,-0.00233931
1623,,,,,,,,0.477722,-0.00231615
1624,,,,,,,,0.476715,-0.00226278
1625,,,,,,,,0.475708,-0.00224731
1626,,,,,,,,0.474609,-0.00223041
1627,,,,,,,,0.47348,-0.0021954
1628,,,,,,,,0.472412,-0.00215661
1629,,,,,,,,0.471436,-0.00213016
1630,,,,,,,,0.470276,-0.00210789
1631,,,,,,,,0.469238,-0.00207251
1632,,,,,,,,0.46814,-0.00203816
1633,,,,,,,,0.467102,-0.00201874
1634,,,,,,,,0.465942,-0.00199927
1635,,,,,,,,0.464905,-0.0019666
1636,,,,,,,,0.463898,-0.00193078
1637,,,,,,,,0.46283,-0.00190611
1638,,,,,,,,0.461731,-0.00188598
1639,,,,,,,,0.460693,-0.00185279
1640,,,,,,,,0.459625,-0.00181728
1641,,,,,,,,0.458588,-0.00179757
1642,,,,,,,,0.457458,-0.00177989
1643,,,,,,,,0.456451,-0.00174906
1644,,,,,,,,0.455353,-0.00171627
1645,,,,,,,,0.454285,-0.0016969
1646,,,,,,,,0.453186,-0.0016796
1647,,,,,,,,0.452148,-0.00164922
1648,,,,,,,,0.451111,-0.00161623
1649,,,,,,,,0.450043,-0.00159833
1650,,,,,,,,0.448975,-0.00158349
1651,,,,,,,,0.447876,-0.0015547
1652,,,,,,,,0.446777,-0.00152126
1653,,,,,,,,0.445801,-0.00151198
1654,,,,,,,,0.444641,-0.00150768
1655,,,,,,,,0.443542,-0.00145936
1656,,,,,,,,0.442566,-0.00141476
1657,,,,,,,,0.441467,-0.00141734
1658,,,,,,,,0.440369,-0.0014051
1659,,,,,,,,0.439362,-0.00135623
1660,,,,,,,,0.438263,-0.00133854
1661,,,,,,,,0.437164,-0.00135318
1662,,,,,,,,0.436127,-0.00134484
1663,,,,,,,,0.435028,-0.00129916
1664,,,,,,,,0.433929,-0.00127291
1665,,,,,,,,0.432922,-0.00128016
1666,,,,,,,,0.431824,-0.00125228
1667,,,,,,,,0.430725,-0.00120395
1668,,,,,,,,0.429749,-0.00119303
1669,,,,,,,,0.428589,-0.00118844
1670,,,,,,,,0.427582,-0.00116607
1671,,,,,,,,0.426483,-0.00114286
1672,,,,,,,,0.425446,-0.0011223
1673,,,,,,,,0.424347,-0.00110941
1674,,,,,,,,0.423218,-0.00109259
1675,,,,,,,,0.422272,-0.00107121
1676,,,,,,,,0.421173,-0.00105293
1677,,,,,,,,0.420074,-0.00104165
1678,,,,,,,,0.418945,-0.00102902
1679,,,,,,,,0.417969,-0.00100799
1680,,,,,,,,0.41687,-0.000991349
1681,,,,,,,,0.415802,-0.000983252
1682,,,,,,,,0.414734,-0.000969377
1683,,,,,,,,0.413666,-0.000948569
1684,,,,,,,,0.412598,-0.000931396
1685,,,,,,,,0.411499,-0.000922526
1686,,,,,,,,0.410492,-0.000909461
1687,,,,,,,,0.409363,-0.000890181
1688,,,,,,,,0.408325,-0.00087918
1689,,,,,,,,0.407288,-0.000870674
1690,,,,,,,,0.406219,-0.000853339
1691,,,,,,,,0.40509,-0.000833532
1692,,,,,,,,0.404083,-0.000822277
1693,,,,,,,,0.402954,-0.000816379
1694,,,,,,,,0.401917,-0.000803596
1695,,,,,,,,0.400757,-0.000787874
1696,,,,,,,,0.399811,-0.000778562
1697,,,,,,,,0.398712,-0.000769459
1698,,,,,,,,0.397644,-0.000756797
1699,,,,,,,,0.396545,-0.000743739
1700,,,,,,,,0.395508,-0.000740299
1701,,,,,,,,0.39444,-0.000728883
1702,,,,,,,,0.393372,-0.000706661
1703,,,,,,,,0.392334,-0.000700454
1704,,,,,,,,0.391235,-0.000694263
1705,,,,,,,,0.390137,-0.000676253
1706,,,,,,,,0.389099,-0.000668114
1707,,,,,,,,0.388062,-0.000667831
1708,,,,,,,,0.387024,-0.000658398
1709,,,,,,,,0.385834,-0.000636483
1710,,,,,,,,0.384796,-0.000618615
1711,,,,,,,,0.383728,-0.000615799
1712,,,,,,,,0.38269,-0.000605992
1713,,,,,,,,0.381622,-0.000590901
1714,,,,,,,,0.380524,-0.000589127
1715,,,,,,,,0.379456,-0.000587915
1716,,,,,,,,0.378448,-0.000575275
1717,,,,,,,,0.377319,-0.000567371
1718,,,,,,,,0.376312,-0.000560291
1719,,,,,,,,0.375092,-0.000549414
1720,,,,,,,,0.374115,-0.00054411
1721,,,,,,,,0.373108,-0.000540267
1722,,,,,,,,0.371979,-0.000530779
1723,,,,,,,,0.370911,-0.000519784
1724,,,,,,,,0.369873,-0.000515767
1725,,,,,,,,0.368744,-0.000513385
1726,,,,,,,,0.367767,-0.000506028
1727,,,,,,,,0.366638,-0.000498562
1728,,,,,,,,0.365631,-0.000495839
1729,,,,,,,,0.364532,-0.000491696
1730,,,,,,,,0.363464,-0.000481982
1731,,,,,,,,0.362335,-0.000473852
1732,,,,,,,,0.361328,-0.000469922
1733,,,,,,,,0.360229,-0.000463848
1734,,,,,,,,0.359161,-0.000455605
1735,,,,,,,,0.358124,-0.000449047
1736,,,,,,,,0.357025,-0.000445895
1737,,,,,,,,0.355988,-0.00044367
1738,,,,,,,,0.354889,-0.000439239
1739,,,,,,,,0.353821,-0.000436117
1740,,,,,,,,0.352783,-0.000433981
1741,,,,,,,,0.351715,-0.000429186
1742,,,,,,,,0.350677,-0.00042151
1743,,,,,,,,0.349579,-0.000412599
1744,,,,,,,,0.34845,-0.000406976
1745,,,,,,,,0.347473,-0.000403535
1746,,,,,,,,0.346313,-0.000399958
1747,,,,,,,,0.345276,-0.000391782
1748,,,,,,,,0.344238,-0.000382661
1749,,,,,,,,0.34314,-0.000384558
1750,,,,,,,,0.342102,-0.000381814
1751,,,,,,,,0.341003,-0.000373339
1752,,,,,,,,0.339996,-0.000373091
1753,,,,,,,,0.338867,-0.000372457
1754,,,,,,,,0.33783,-0.00036959
1755,,,,,,,,0.336792,-0.000362082
1756,,,,,,,,0.335602,-0.000357132
1757,,,,,,,,0.334564,-0.000361417
1758,,,,,,,,0.333557,-0.000356826
1759,,,,,,,,0.33252,-0.000349444
1760,,,,,,,,0.331421,-0.00034965
1761,,,,,,,,0.330261,-0.000346104
1762,,,,,,,,0.329254,-0.000339908
1763,,,,,,,,0.328247,-0.000337015
1764,,,,,,,,0.327118,-0.000335726
1765,,,,,,,,0.325989,-0.000333017
1766,,,,,,,,0.324982,-0.000328818
1767,,,,,,,,0.323914,-0.000326271
1768,,,,,,,,0.322815,-0.000325697
1769,,,,,,,,0.321808,-0.000322279
1770,,,,,,,,0.32074,-0.000318093
1771,,,,,,,,0.319641,-0.000316679
1772,,,,,,,,0.318542,-0.000316216
1773,,,,,,,,0.317474,-0.000314588
1774,,,,,,,,0.316406,-0.000311949
1775,,,,,,,,0.315308,-0.000310146
1776,,,,,,,,0.314301,-0.000308847
1777,,,,,,,,0.313232,-0.000307414
1778,,,,,,,,0.312164,-0.000304661
1779,,,,,,,,0.311096,-0.00030191
1780,,,,,,,,0.309937,-0.00030138
1781,,,,,,,,0.308929,-0.000299194
1782,,,,,,,,0.307892,-0.000293861
1783,,,,,,,,0.306793,-0.000290169
1784,,,,,,,,0.305725,-0.000289505
1785,,,,,,,,0.304626,-0.000288491
1786,,,,,,,,0.303589,-0.000285161
1787,,,,,,,,0.302521,-0.0002846
1788,,,,,,,,0.301422,-0.000287938
1789,,,,,,,,0.300354,-0.000287622
1790,,,,,,,,0.299347,-0.000284123
1791,,,,,,,,0.298218,-0.000284423
1792,,,,,,,,0.29715,-0.000286772
1793,,,,,,,,0.296112,-0.000285951
1794,,,,,,,,0.295044,-0.000282269
1795,,,,,,,,0.294006,-0.000287149
1796,,,,,,,,0.292877,-0.000294686
1797,,,,,,,,0.291809,-0.000289616
1798,,,,,,,,0.290741,-0.000286047
1799,,,,,,,,0.289703,-0.000292249
1800,,,,,,,,0.288635,-0.000293715
1801,,,,,,,,0.287537,-0.000286114
1802,,,,,,,,0.28653,-0.000285043
1803,,,,,,,,0.285431,-0.000293767
1804,,,,,,,,0.284393,-0.000295795
1805,,,,,,,,0.283325,-0.000289166
1806,,,,,,,,0.282135,-0.000289411
1807,,,,,,,,0.281158,-0.000296079
1808,,,,,,,,0.28009,-0.000296436
1809,,,,,,,,0.279022,-0.000293267
1810,,,,,,,,0.277985,-0.000296779
1811,,,,,,,,0.276825,-0.000300295
1812,,,,,,,,0.275879,-0.000300154
1813,,,,,,,,0.274719,-0.000300202
1814,,,,,,,,0.273651,-0.000299136
1815,,,,,,,,0.272583,-0.000299812
1816,,,,,,,,0.271515,-0.00030308
1817,,,,,,,,0.270416,-0.000304468
1818,,,,,,,,0.269348,-0.000303101
1819,,,,,,,,0.26828,-0.000305431
1820,,,,,,,,0.267181,-0.000309956
1821,,,,,,,,0.266144,-0.00031022
1822,,,,,,,,0.265106,-0.000309683
1823,,,,,,,,0.264038,-0.000312853
1824,,,,,,,,0.262909,-0.000317731
1825,,,,,,,,0.261932,-0.000318472
1826,,,,,,,,0.260864,-0.000317848
1827,,,,,,,,0.259827,-0.000321874
1828,,,,,,,,0.258728,-0.000325189
1829,,,,,,,,0.25769,-0.000324735
1830,,,,,,,,0.256561,-0.000325588
1831,,,,,,,,0.255554,-0.000329495
1832,,,,,,,,0.254395,-0.000333577
1833,,,,,,,,0.253326,-0.000334193
1834,,,,,,,,0.252258,-0.000335176
1835,,,,,,,,0.251251,-0.000339365
1836,,,,,,,,0.250153,-0.000343573
1837,,,,,,,,0.249084,-0.000346938
1838,,,,,,,,0.248047,-0.000349895
1839,,,,,,,,0.246979,-0.000354271
1840,,,,,,,,0.245819,-0.000356425
1841,,,,,,,,0.244781,-0.00036085
1842,,,,,,,,0.243744,-0.000367564
1843,,,,,,,,0.242737,-0.000364577
1844,,,,,,,,0.241608,-0.000364056
1845,,,,,,,,0.240601,-0.000372658
1846,,,,,,,,0.239441,-0.000373899
1847,,,,,,,,0.238434,-0.000369172
1848,,,,,,,,0.237396,-0.000374894
1849,,,,,,,,0.236237,-0.000387073
1850,,,,,,,,0.235229,-0.000392022
1851,,,,,,,,0.234161,-0.000391586
1852,,,,,,,,0.233063,-0.000398478
1853,,,,,,,,0.232025,-0.000407879
1854,,,,,,,,0.230927,-0.000407094
1855,,,,,,,,0.229858,-0.000406482
1856,,,,,,,,0.228821,-0.000417436
1857,,,,,,,,0.227722,-0.000423144
1858,,,,,,,,0.226685,-0.000423394
1859,,,,,,,,0.225586,-0.000432029
1860,,,,,,,,0.224518,-0.00043894
1861,,,,,,,,0.22345,-0.000440538
1862,,,,,,,,0.222412,-0.000444887
1863,,,,,,,,0.221344,-0.000453506
1864,,,,,,,,0.220276,-0.000461024
1865,,,,,,,,0.219177,-0.000464336
1866,,,,,,,,0.218109,-0.000468466
1867,,,,,,,,0.217072,-0.000476158
1868,,,,,,,,0.216034,-0.000482279
1869,,,,,,,,0.214935,-0.000485329
1870,,,,,,,,0.213837,-0.000489215
1871,,,,,,,,0.212738,-0.000495753
1872,,,,,,,,0.211731,-0.000502708
1873,,,,,,,,0.210663,-0.000507135
1874,,,,,,,,0.209564,-0.000509664
1875,,,,,,,,0.208527,-0.000515719
1876,,,,,,,,0.207428,-0.000523796
1877,,,,,,,,0.206329,-0.000527464
1878,,,,,,,,0.205292,-0.000530414
1879,,,,,,,,0.204224,-0.000538539
1880,,,,,,,,0.203217,-0.000548293
1881,,,,,,,,0.202087,-0.000553584
1882,,,,,,,,0.200958,-0.000556106
1883,,,,,,,,0.200012,-0.000564937
1884,,,,,,,,0.198944,-0.000575877
1885,,,,,,,,0.197876,-0.000579315
1886,,,,,,,,0.196777,-0.000584317
1887,,,,,,,,0.195618,-0.000596306
1888,,,,,,,,0.194611,-0.000609814
1889,,,,,,,,0.193573,-0.000606494
1890,,,,,,,,0.192474,-0.000600758
1891,,,,,,,,0.191376,-0.000622428
1892,,,,,,,,0.190308,-0.000640162
1893,,,,,,,,0.18927,-0.000632969
1894,,,,,,,,0.188202,-0.00064089
1895,,,,,,,,0.187134,-0.0006642
1896,,,,,,,,0.186066,-0.000675515
1897,,,,,,,,0.184998,-0.000670483
1898,,,,,,,,0.183929,-0.000671722
1899,,,,,,,,0.182831,-0.000695787
1900,,,,,,,,0.181732,-0.000705656
1901,,,,,,,,0.180664,-0.000696858
1902,,,,,,,,0.179626,-0.000708472
1903,,,,,,,,0.178558,-0.000729519
1904,,,,,,,,0.177582,-0.00074005
1905,,,,,,,,0.176453,-0.000748487
1906,,,,,,,,0.175385,-0.000752423
1907,,,,,,,,0.174316,-0.000764687
1908,,,,,,,,0.173248,-0.000781756
1909,,,,,,,,0.17218,-0.000791129
1910,,,,,,,,0.171051,-0.00080102
1911,,,,,,,,0.169983,-0.000815036
1912,,,,,,,,0.168976,-0.000826151
1913,,,,,,,,0.167847,-0.000825535
1914,,,,,,,,0.16684,-0.000821434
1915,,,,,,,,0.165741,-0.000830773
1916,,,,,,,,0.164642,-0.00084383
1917,,,,,,,,0.163666,-0.000848495
1918,,,,,,,,0.162537,-0.000856873
1919,,,,,,,,0.161469,-0.00087542
1920,,,,,,,,0.160431,-0.000890109
1921,,,,,,,,0.159363,-0.000893773
1922,,,,,,,,0.158264,-0.000901283
1923,,,,,,,,0.157196,-0.000918203
1924,,,,,,,,0.156128,-0.000929569
1925,,,,,,,,0.15506,-0.000933422
1926,,,,,,,,0.153992,-0.000945121
1927,,,,,,,,0.152954,-0.000964082
1928,,,,,,,,0.151886,-0.000977538
1929,,,,,,,,0.150787,-0.000983098
1930,,,,,,,,0.14975,-0.000992116
1931,,,,,,,,0.148621,-0.00100768
1932,,,,,,,,0.147644,-0.00101781
1933,,,,,,,,0.146515,-0.00102242
1934,,,,,,,,0.145447,-0.0010404
1935,,,,,,,,0.14444,-0.00104613
1936,,,,,,,,0.143311,-0.0010364
1937,,,,,,,,0.142212,-0.00106494
1938,,,,,,,,0.141205,-0.00110694
1939,,,,,,,,0.140137,-0.00112594
1940,,,,,,,,0.139038,-0.00115388
1941,,,,,,,,0.138,-0.00119007
1942,,,,,,,,0.136963,-0.00119761
1943,,,,,,,,0.135864,-0.00117396
1944,,,,,,,,0.134796,-0.00115451
1945,,,,,,,,0.133698,-0.00116776
1946,,,,,,,,0.132629,-0.00118029
1947,,,,,,,,0.131622,-0.00118323
1948,,,,,,,,0.130463,-0.00121078
1949,,,,,,,,0.129425,-0.00123782
1950,,,,,,,,0.128387,-0.00123845
1951,,,,,,,,0.12735,-0.00124846
