,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,E / V,e / (A s-1/2)
2553,,,,,,,,-0.0841064,0.000766748
2554,,,,,,,,-0.0830383,0.00077691
2555,,,,,,,,-0.0819702,0.00075151
2556,,,,,,,,-0.0809326,0.000763984
2557,,,,,,,,-0.0798645,0.000800495
2558,,,,,,,,-0.0787354,0.000804381
2559,,,,,,,,-0.0777283,0.000799099
2560,,,,,,,,-0.0766296,0.000831798
2561,,,,,,,,-0.075592,0.000864698
2562,,,,,,,,-0.0744629,0.000863529
2563,,,,,,,,-0.0733948,0.000864459
2564,,,,,,,,-0.0724182,0.000880821
2565,,,,,,,,-0.0712891,0.000896487
2566,,,,,,,,-0.0702209,0.000907302
2567,,,,,,,,-0.0691528,0.000915785
2568,,,,,,,,-0.0681152,0.000929561
2569,,,,,,,,-0.0670166,0.000945038
2570,,,,,,,,-0.0659485,0.000956306
2571,,,,,,,,-0.0649109,0.000963189
2572,,,,,,,,-0.0638733,0.000977281
2573,,,,,,,,-0.0627747,0.000999255
2574,,,,,,,,-0.0616455,0.00101234
2575,,,,,,,,-0.0606384,0.00101842
2576,,,,,,,,-0.0596008,0.00103244
2577,,,,,,,,-0.0585327,0.00105106
2578,,,,,,,,-0.057373,0.00106198
2579,,,,,,,,-0.0563354,0.00107037
2580,,,,,,,,-0.0553589,0.00108996
2581,,,,,,,,-0.0542603,0.00111336
2582,,,,,,,,-0.0532227,0.00112217
2583,,,,,,,,-0.0520935,0.00112625
2584,,,,,,,,-0.0510559,0.00114301
2585,,,,,,,,-0.0499573,0.00116147
2586,,,,,,,,-0.048877,0.00116873
2587,,,,,,,,-0.047818,0.00117788
2588,,,,,,,,-0.046756,0.00119984
2589,,,,,,,,-0.0456848,0.00122409
2590,,,,,,,,-0.0446167,0.00122233
2591,,,,,,,,-0.0435516,0.00123597
2592,,,,,,,,-0.0424988,0.00128448
2593,,,,,,,,-0.0414429,0.00128964
2594,,,,,,,,-0.0403503,0.00127719
2595,,,,,,,,-0.0393036,0.00130223
2596,,,,,,,,-0.0382172,0.00133427
2597,,,,,,,,-0.0371399,0.00135246
2598,,,,,,,,-0.0360748,0.00135193
2599,,,,,,,,-0.035025,0.00136708
2600,,,,,,,,-0.0339752,0.00139774
2601,,,,,,,,-0.0328705,0.00139014
2602,,,,,,,,-0.0318115,0.00138307
2603,,,,,,,,-0.0307709,0.00140664
2604,,,,,,,,-0.0296967,0.00143219
2605,,,,,,,,-0.0286163,0.00145455
2606,,,,,,,,-0.0275635,0.00146603
2607,,,,,,,,-0.026532,0.00147075
2608,,,,,,,,-0.0254486,0.00149394
2609,,,,,,,,-0.0243683,0.00152197
2610,,,,,,,,-0.0232788,0.00152861
2611,,,,,,,,-0.0222534,0.00153518
2612,,,,,,,,-0.0211792,0.00156177
2613,,,,,,,,-0.0200867,0.00158626
2614,,,,,,,,-0.0190338,0.00158845
2615,,,,,,,,-0.0179932,0.00159367
2616,,,,,,,,-0.016925,0.00162178
2617,,,,,,,,-0.0158386,0.00164237
2618,,,,,,,,-0.0147552,0.00164554
2619,,,,,,,,-0.0137177,0.00165606
2620,,,,,,,,-0.0126495,0.00167951
2621,,,,,,,,-0.011554,0.00169763
2622,,,,,,,,-0.0105042,0.00169618
2623,,,,,,,,-0.00948486,0.00170499
2624,,,,,,,,-0.00838928,0.00173503
2625,,,,,,,,-0.0072937,0.00175471
2626,,,,,,,,-0.00624084,0.00176695
2627,,,,,,,,-0.00522766,0.00178154
2628,,,,,,,,-0.00412598,0.00179938
2629,,,,,,,,-0.00305786,0.00181795
2630,,,,,,,,-0.00198975,0.00182794
2631,,,,,,,,-0.000927734,0.00184391
2632,,,,,,,,0.000125122,0.00186435
