Figure 4 Data,,,,,,
Exp 1,,Exp 3,,Exp 6 (10/11),,
300 mV/s,,300 mV/s,,300 mV/s,,
Adjusted Potential (WE Potential - 0.9 V),Current Density (mA/cm^2),Adjusted Potential (WE Potential - 0.9 V),Current Density (mA/cm^2),Adjusted Potential (WE Potential - 0.9 V),Current Density (mA/cm^2),
-0.792498,-3.310452462,-0.772705,-1.384494554,-0.6271851,-4.308024959,
-0.791582,-3.327588658,-0.771484,-1.387919547,-0.6282837,-4.204234034,
-0.790361,-3.272755078,-0.770264,-1.374208345,-0.6293213,-4.230183892,
-0.788835,-3.183649107,-0.769958,-1.322810988,-0.6303589,-4.282087858,
-0.78853,-3.149387945,-0.768127,-1.285113603,-0.6314575,-4.295056409,
-0.78792,-3.180224113,-0.767212,-1.339947183,-0.6325562,-4.256150757,
-0.786089,-3.135676743,-0.766602,-1.285113603,-0.6336243,-4.33400458,
-0.785479,-3.063706967,-0.765076,-1.209718834,-0.6346924,-4.385878783,
-0.784258,-3.049995765,-0.764465,-1.230280023,-0.6356995,-4.437795505,
-0.782732,-3.029434576,-0.762939,-1.257702428,-0.6368286,-4.424826955,
-0.781816,-2.981462212,-0.762329,-1.202868848,-0.6378357,-4.515649329,
-0.780901,-2.984887205,-0.760803,-1.17202145,-0.6389343,-4.5545975,
-0.780291,-2.964326016,-0.759888,-1.192582639,-0.6400024,-4.528617879,
-0.778765,-2.882081261,-0.758667,-1.16174647,-0.64104,-4.606471703,
-0.777849,-2.888931248,-0.758057,-1.110337884,-0.6421387,-4.684325527,
-0.776934,-2.899217457,-0.756531,-1.151460261,-0.6432068,-4.645419875,
-0.775713,-2.854658856,-0.755615,-1.117191239,-0.6443054,-4.658388425,
-0.774492,-2.779275317,-0.7547,-1.072640499,-0.6453125,-4.736242249,
-0.773577,-2.724441737,-0.752869,-1.079494978,-0.6464417,-4.788158971,
-0.772966,-2.79297529,-0.751953,-1.09663005,-0.6474792,-4.7492108,
-0.77144,-2.710730535,-0.750732,-1.048652071,-0.6485168,-4.904918447,
-0.769915,-2.662758171,-0.749817,-1.024663643,-0.6496155,-4.930898068,
-0.768999,-2.710730535,-0.749329,-1.076067738,-0.650705,-4.956835169,
-0.768389,-2.676458144,-0.74823,-1.02808976,-0.6496765,-4.113398904,
-0.767168,-2.62848578,-0.747162,-1.007528571,-0.6485779,-3.698167173,
-0.766558,-2.655896955,-0.746124,-1.000674093,-0.6474792,-3.269958387,
-0.764421,-2.645621975,-0.745026,-0.986966259,-0.6464417,-2.919607677,
-0.764116,-2.577077193,-0.743958,-0.949269998,-0.6453735,-2.80282269,
-0.762896,-2.587363402,-0.742859,-0.952697237,-0.6442444,-2.621156681,
-0.76198,-2.577077193,-0.741852,-0.976685665,-0.6432373,-2.296755828,
-0.760149,-2.532529822,-0.740692,-0.938989403,-0.6421692,-2.115094072,
-0.759844,-2.481121235,-0.739624,-0.911573736,-0.6410706,-2.037235996,
-0.758623,-2.522243613,-0.738586,-0.938989403,-0.6400024,-1.842597185,
-0.757402,-2.487982451,-0.737549,-0.908146497,-0.6389038,-1.712835143,
-0.756487,-2.426287655,-0.73645,-0.884158069,-0.6378662,-1.686885286,
-0.755571,-2.409162689,-0.735352,-0.887584185,-0.6368286,-1.518196332,
-0.754656,-2.450285067,-0.734314,-0.901292019,-0.6357605,-1.38843429,
-0.753435,-2.39887648,-0.733276,-0.863595757,-0.6346924,-1.310580467,
-0.751909,-2.354329109,-0.732178,-0.83618009,-0.6335632,-1.284626357,
-0.751299,-2.3886015,-0.73111,-0.853315163,-0.6324951,-1.154864315,
-0.750383,-2.374890298,-0.730133,-0.846460685,-0.631427,-1.064033437,
-0.749163,-2.330342927,-0.729004,-0.805337184,-0.6303894,-1.03808358,
-0.748247,-2.323481711,-0.727875,-0.825899496,-0.6293823,-0.960225504,
-0.747332,-2.337192914,-0.726868,-0.849887924,-0.6282532,-0.804513605,
-0.7455,-2.292645543,-0.725769,-0.781348756,-0.6272156,-0.791536551,
-0.74489,-2.265223138,-0.72467,-0.774494278,-0.6261169,-0.713682727,
-0.743364,-2.313206732,-0.723663,-0.812191662,-0.6250488,-0.583920685,
-0.742449,-2.275509347,-0.722595,-0.788202112,-0.6239502,-0.57094363,
-0.741533,-2.224100761,-0.721497,-0.747078611,-0.6229431,-0.609874794,
-0.740618,-2.241236956,-0.720367,-0.777921517,-0.621814,-0.454162895,
-0.739702,-2.241236956,-0.71936,-0.791629351,-0.6207764,-0.402256803,
-0.738176,-2.203539572,-0.718323,-0.719662944,-0.6197083,-0.428208786,
-0.737566,-2.193264592,-0.717163,-0.736798017,-0.6186401,-0.415232582,
-0.73604,-2.210389558,-0.716125,-0.75050585,-0.6176025,-0.285472666,
-0.73543,-2.189828369,-0.715149,-0.719662944,-0.6164734,-0.259520682,
-0.733904,-2.131569796,-0.71402,-0.681966683,-0.6154053,-0.259520682,
-0.732378,-2.176128396,-0.712982,-0.729943538,-0.6144287,-0.194640512,
-0.732073,-2.148705992,-0.711914,-0.726517422,-0.6132996,-0.103808358,
-0.731157,-2.107583614,-0.710815,-0.681966683,-0.6122314,-0.155712324,
-0.730242,-2.104158621,-0.709717,-0.678539443,-0.6111938,-0.103808358,
-0.729021,-2.128144803,-0.70871,-0.729943538,-0.6101562,-0.025952068,
-0.7278,-2.090447419,-0.707672,-0.668258849,-0.6089966,-0.03892806,
-0.72658,-2.042475055,-0.706573,-0.654551016,-0.6079895,0.012976034,
-0.725664,-2.090447419,-0.705536,-0.685393922,-0.6068604,0.090832154,
-0.724443,-2.076747446,-0.704346,-0.661404371,-0.6057922,0.155712324,
-0.723528,-1.997916454,-0.703308,-0.613427515,-0.6047852,0.103808358,
-0.722612,-2.039050061,-0.702332,-0.651123776,-0.6036865,0.194640512,
-0.721086,-2.049325041,-0.701172,-0.661404371,-0.6025879,0.246544478,
-0.719561,-2.008202663,-0.700195,-0.616853631,-0.6014893,0.207616291,
-0.71895,-1.980791488,-0.699066,-0.586011848,-0.6005432,0.233568274,
-0.718035,-1.997916454,-0.697998,-0.644269298,-0.599475,0.337376632,
-0.716814,-1.997916454,-0.69696,-0.606573037,-0.598376,0.337376632,
-0.716509,-1.94994409,-0.695862,-0.603145798,-0.597278,0.324400428,
-0.714983,-1.963655293,-0.694794,-0.613427515,-0.596179,0.337376632,
-0.714067,-2.00477767,-0.693756,-0.603145798,-0.595111,0.415232582,
-0.711931,-1.925957908,-0.692688,-0.586011848,-0.594104,0.389280598,
-0.711321,-1.929382901,-0.691589,-0.57915737,-0.592975,0.454162895,
-0.710405,-1.960230299,-0.690552,-0.623708109,-0.591937,0.480112752,
-0.708879,-1.908821713,-0.689453,-0.562022297,-0.590869,0.480112752,
-0.708574,-1.898535503,-0.688446,-0.520898797,-0.589832,0.454162895,
-0.707659,-1.915671699,-0.687317,-0.575730131,-0.588702,0.544993773,
-0.706743,-1.915671699,-0.686218,-0.575730131,-0.587634,0.532016719,
-0.705217,-1.901971726,-0.685181,-0.520898797,-0.586566,0.519039664,
-0.704302,-1.860838119,-0.684143,-0.514045441,-0.585498,0.532016719,
-0.703386,-1.888260524,-0.683075,-0.555168942,-0.584521,0.609874794,
-0.702166,-1.847138146,-0.681976,-0.514045441,-0.583392,0.583920685,
-0.70125,-1.847138146,-0.680939,-0.524326036,-0.582324,0.635824651,
-0.699724,-1.853988133,-0.679871,-0.527753275,-0.581287,0.57094363,
-0.698809,-1.836851937,-0.678802,-0.517471557,-0.580127,0.661778761,
-0.697893,-1.788879573,-0.677704,-0.49005589,-0.57912,0.609874794,
-0.696672,-1.799154553,-0.676605,-0.503763724,-0.578052,0.609874794,
-0.695452,-1.836851937,-0.675598,-0.520898797,-0.576984,0.661778761,
-0.693926,-1.792304566,-0.674438,-0.49348313,-0.575854,0.687728618,
-0.693315,-1.778593364,-0.67334,-0.462640223,-0.574786,0.700705672,
-0.692705,-1.812865755,-0.672363,-0.503763724,-0.573749,0.778559496,
-0.69179,-1.78545458,-0.671295,-0.462640223,-0.57265,0.791536551,
-0.690264,-1.758032175,-0.670227,-0.455786868,-0.571613,0.72665553,
-0.689348,-1.778593364,-0.669128,-0.479775296,-0.570544,0.765586693,
-0.688127,-1.775168371,-0.668091,-0.49005589,-0.569476,0.830467714,
-0.686907,-1.730621,-0.667023,-0.462640223,-0.568378,0.778559496,
-0.685991,-1.727196007,-0.665955,-0.452359629,-0.567401,0.752609639,
-0.684771,-1.754607182,-0.664856,-0.479775296,-0.566272,0.843440517,
-0.683855,-1.727196007,-0.66391,-0.452359629,-0.565204,0.843440517,
-0.682634,-1.699773602,-0.66275,-0.418089484,-0.564105,0.765586693,
-0.681719,-1.710059811,-0.661682,-0.44893239,-0.563068,0.856417572,
-0.680193,-1.716909797,-0.660583,-0.44893239,-0.56203,0.869394626,
-0.679583,-1.665501211,-0.659485,-0.387247701,-0.560962,0.830467714,
-0.678362,-1.662076218,-0.658417,-0.424943962,-0.559802,0.830467714,
-0.677751,-1.689498622,-0.657379,-0.44893239,-0.558795,0.94724845,
-0.676226,-1.651801238,-0.656342,-0.414663368,-0.557697,0.895344483,
-0.67531,-1.624378833,-0.655273,-0.390673817,-0.556598,0.895344483,
-0.674395,-1.668937433,-0.654175,-0.421516723,-0.555591,0.908321538,
-0.673174,-1.627803826,-0.653107,-0.397528295,-0.554462,0.94724845,
-0.672563,-1.61067886,-0.652069,-0.370112628,-0.553455,0.895344483,
-0.670732,-1.627803826,-0.65097,-0.394101056,-0.552417,0.895344483,
-0.67,-1.668937433,-0.649933,-0.397528295,-0.551349,0.973202559,
-0.669054,-1.62095384,-0.648804,-0.370112628,-0.55025,0.960225504,
-0.667925,-1.614103853,-0.647827,-0.356404794,-0.549182,0.882371681,
-0.666826,-1.665501211,-0.646759,-0.40438165,-0.548145,0.973202559,
-0.665789,-1.596967658,-0.64563,-0.370112628,-0.547076,1.012129471,
-0.66472,-1.576406469,-0.644623,-0.31870741,-0.546008,0.960225504,
-0.663622,-1.624378833,-0.643524,-0.3461242,-0.54494,0.986179614,
-0.662584,-1.576406469,-0.642517,-0.349550316,-0.543872,1.102960349,
-0.661577,-1.562695267,-0.641357,-0.325561888,-0.542773,0.999152416,
-0.660417,-1.531859098,-0.640289,-0.328989127,-0.541705,0.999152416,
-0.659349,-1.590117671,-0.639252,-0.3461242,-0.540668,1.064033437,
-0.658251,-1.55584528,-0.638153,-0.332416366,-0.539508,1.089987546,
-0.657244,-1.518147896,-0.637085,-0.291291743,-0.538501,1.051056383,
-0.656145,-1.559270274,-0.636108,-0.325561888,-0.537402,1.012129471,
-0.655077,-1.538709085,-0.634949,-0.311854055,-0.536426,1.115937404,
-0.65407,-1.514722903,-0.633881,-0.294718982,-0.535297,1.064033437,
-0.652941,-1.545559071,-0.632782,-0.284438388,-0.534229,1.102960349,
-0.651842,-1.535284091,-0.631775,-0.311854055,-0.533191,1.141891513,
-0.650804,-1.518147896,-0.630707,-0.284438388,-0.532031,1.089987546,
-0.649736,-1.45646433,-0.629639,-0.246742126,-0.531055,1.089987546,
-0.648699,-1.531859098,-0.62851,-0.315281294,-0.529956,1.128914458,
-0.6476,-1.514722903,-0.627472,-0.294718982,-0.528888,1.128914458,
-0.646563,-1.466739309,-0.626404,-0.236460409,-0.52782,1.064033437,
-0.645555,-1.463314316,-0.625366,-0.270730554,-0.526813,1.03808358,
-0.644426,-1.483875505,-0.624268,-0.287865627,-0.525684,1.141891513,
-0.643419,-1.425616932,-0.623199,-0.250168242,-0.524585,1.102960349,
-0.64226,-1.44617812,-0.622101,-0.243314887,-0.523547,1.077010492,
-0.641283,-1.473600525,-0.621063,-0.257022721,-0.52251,1.102960349,
-0.640093,-1.466739309,-0.620026,-0.219326459,-0.52135,1.115937404,
-0.639116,-1.398205756,-0.618896,-0.191909669,-0.520312,1.03808358,
-0.638018,-1.435903141,-0.617859,-0.239887648,-0.519275,1.141891513,
-0.636949,-1.432466918,-0.616791,-0.257022721,-0.518207,1.16784137,
-0.635881,-1.408480736,-0.615723,-0.202191387,-0.517139,1.077010492,
-0.634783,-1.40163075,-0.614685,-0.219326459,-0.51604,1.102960349,
-0.633745,-1.411905729,-0.613617,-0.246742126,-0.515002,1.128914458,
-0.632708,-1.381069561,-0.612579,-0.219326459,-0.513965,1.154864315,
-0.631639,-1.350222163,-0.61142,-0.17134848,-0.512927,1.077010492,
-0.630602,-1.40163075,-0.610413,-0.205617503,-0.511737,1.077010492,
-0.629473,-1.40163075,-0.609375,-0.185056314,-0.51073,1.16784137,
-0.628466,-1.339947183,-0.608276,-0.17477572,-0.509631,1.064033437,
-0.627336,-1.384494554,-0.607208,-0.178201836,-0.508563,1.141891513,
-0.626268,-1.370783352,-0.606171,-0.188483553,-0.507556,1.16784137,
-0.6252,-1.357083379,-0.605072,-0.164494002,-0.506488,1.115937404,
-0.624102,-1.339947183,-0.604034,-0.13022498,-0.505389,1.077010492,
-0.623033,-1.367358358,-0.602936,-0.181629075,-0.504291,1.154864315,
-0.621996,-1.33652219,-0.601837,-0.147360053,-0.503253,1.16784137,
-0.620958,-1.309099785,-0.600769,-0.116517146,-0.502155,1.089987546,
-0.619829,-1.353647156,-0.599731,-0.143932813,-0.501056,1.064033437,
-0.618792,-1.353647156,-0.598663,-0.17477572,-0.499988,1.206768282,
-0.617723,-1.312524778,-0.597656,-0.099382074,-0.498981,1.089987546,
-0.616625,-1.288538596,-0.596558,-0.089101142,-0.497913,1.115937404,
-0.615557,-1.329660974,-0.59549,-0.126797741,-0.496783,1.089987546,
-0.614519,-1.29196359,-0.594482,-0.113089907,-0.495746,1.154864315,
-0.613451,-1.264552414,-0.593384,-0.068539392,-0.494678,1.141891513,
-0.612383,-1.295388583,-0.592316,-0.102808976,-0.49364,1.141891513,
-0.611315,-1.29196359,-0.591217,-0.085674128,-0.492542,1.115937404,
-0.610277,-1.240566232,-0.590179,-0.061685363,-0.491534,1.089987546,
-0.609148,-1.243991226,-0.589081,-0.054831446,-0.490405,1.102960349,
-0.60811,-1.271402401,-0.588043,-0.102808976,-0.489307,1.154864315,
-0.606981,-1.254266205,-0.586975,-0.044550627,-0.48833,1.16784137,
-0.606005,-1.230280023,-0.585846,-0.023988765,-0.487231,1.089987546,
-0.604845,-1.23713001,-0.584839,-0.068539392,-0.486163,1.03808358,
-0.603899,-1.240566232,-0.583801,-0.054831446,-0.485034,1.193795479,
-0.6028,-1.182307659,-0.582703,-0.023988765,-0.483997,1.102960349,
-0.601671,-1.213143828,-0.581696,-0.041123613,-0.482928,1.154864315,
-0.600634,-1.240566232,-0.580505,-0.034269696,-0.481891,1.180818425,
-0.599626,-1.175446443,-0.579529,0.013707834,-0.480823,1.128914458,
-0.598497,-1.168596457,-0.5784,0.027415779,-0.479755,1.154864315,
-0.597399,-1.202868848,-0.577301,-0.023988765,-0.478717,1.180818425,
-0.596392,-1.182307659,-0.576294,0.010280898,-0.477588,1.16784137,
-0.595293,-1.137749059,-0.575195,0.037696598,-0.47655,1.141891513,
-0.594194,-1.16174647,-0.574158,0.044550627,-0.475482,1.141891513,
-0.593218,-1.16174647,-0.57312,-0.00342697,-0.474445,1.206768282,
-0.592119,-1.134324066,-0.572021,0.044550627,-0.473346,1.141891513,
-0.59099,-1.144610275,-0.570923,0.041123613,-0.472278,1.077010492,
-0.589983,-1.165171464,-0.569916,0.017134848,-0.471179,1.154864315,
-0.588884,-1.141185282,-0.568787,0.04797753,-0.470172,1.206768282,
-0.587786,-1.117191239,-0.56778,0.092528157,-0.469073,1.115937404,
-0.586718,-1.148035268,-0.566681,0.058258461,-0.468036,1.128914458,
-0.58568,-1.16174647,-0.565613,0.065112378,-0.466907,1.16784137,
-0.584581,-1.100056166,-0.564606,0.116517146,-0.465808,1.102960349,
-0.583513,-1.106910645,-0.563507,0.137078335,-0.46474,1.089987546,
-0.582445,-1.113764,-0.562439,0.085674128,-0.463763,1.128914458,
-0.581407,-1.106910645,-0.561371,0.123370502,-0.462665,1.077010492,
-0.580309,-1.041797593,-0.560303,0.161067886,-0.461566,1.064033437,
-0.579241,-1.106910645,-0.559235,0.133652219,-0.460529,1.102960349,
-0.578234,-1.09663005,-0.558167,0.133652219,-0.459399,1.16784137,
-0.577074,-1.031516999,-0.557159,0.17477572,-0.458331,1.089987546,
-0.576067,-1.062359905,-0.556,0.167921241,-0.457324,1.102960349,
-0.574907,-1.086348333,-0.554962,0.150786169,-0.456287,1.077010492,
-0.573931,-1.041797593,-0.553925,0.205617503,-0.455188,1.115937404,
-0.572893,-1.031516999,-0.552887,0.219326459,-0.45415,1.051056383,
-0.571672,-1.072640499,-0.551758,0.167921241,-0.453021,1.03808358,
-0.570696,-1.021236404,-0.550629,0.212471981,-0.451953,1.128914458,
-0.569597,-0.980112904,-0.549622,0.239887648,-0.450946,1.064033437,
-0.568621,-0.980112904,-0.548523,0.246742126,-0.449847,1.03808358,
-0.56743,-1.024663643,-0.547516,0.205617503,-0.448749,1.141891513,
-0.566423,-0.969831186,-0.546448,0.257022721,-0.447711,0.986179614,
-0.565355,-0.952697237,-0.545349,0.281011149,-0.446674,1.064033437,
-0.564348,-0.986966259,-0.54425,0.253595482,-0.445544,1.115937404,
-0.56325,-0.942415519,-0.543304,0.277583909,-0.444476,1.115937404,
-0.562242,-0.942415519,-0.542175,0.322134649,-0.443469,0.94724845,
-0.561083,-0.976685665,-0.541107,0.291291743,-0.44234,1.064033437,
-0.559954,-0.96640507,-0.54007,0.277583909,-0.441302,1.077010492,
-0.558977,-0.911573736,-0.538971,0.349550316,-0.440204,0.999152416,
-0.557848,-0.956123353,-0.537811,0.3461242,-0.439166,0.999152416,
-0.556749,-0.973258426,-0.536835,0.291291743,-0.438068,1.064033437,
-0.555773,-0.918427091,-0.535797,0.349550316,-0.43703,1.102960349,
-0.554705,-0.897865903,-0.53476,0.370112628,-0.435931,1.102960349,
-0.553606,-0.887584185,-0.533569,0.359832033,-0.434924,1.064033437,
-0.552538,-0.918427091,-0.532562,0.36325815,-0.433826,1.102960349,
-0.551531,-0.88073083,-0.531494,0.411236128,-0.432758,1.089987546,
-0.550402,-0.884158069,-0.530457,0.400955534,-0.431659,1.115937404,
-0.549303,-0.897865903,-0.529327,0.397528295,-0.430591,1.102960349,
-0.548326,-0.846460685,-0.52829,0.418089484,-0.429523,1.077010492,
-0.547228,-0.83618009,-0.527222,0.452359629,-0.428424,1.089987546,
-0.54616,-0.914999852,-0.526154,0.418089484,-0.427386,1.089987546,
-0.545031,-0.867022997,-0.525146,0.455786868,-0.426318,1.102960349,
-0.544023,-0.808764423,-0.524078,0.466067462,-0.42522,1.077010492,
-0.542894,-0.873876352,-0.52298,0.459214107,-0.424182,1.051056383,
-0.541857,-0.88073083,-0.521942,0.455786868,-0.423145,1.154864315,
-0.540789,-0.819045018,-0.520905,0.507190963,-0.422015,1.064033437,
-0.53969,-0.808764423,-0.519745,0.53460663,-0.420917,1.115937404,
-0.538591,-0.860168518,-0.518738,0.514045441,-0.41991,1.115937404,
-0.537584,-0.819045018,-0.5177,0.53460663,-0.418811,1.141891513,
-0.536577,-0.764213684,-0.516632,0.565449536,-0.417773,1.064033437,
-0.535479,-0.791629351,-0.515533,0.531179391,-0.416675,1.128914458,
-0.534441,-0.781348756,-0.514435,0.565449536,-0.415668,1.141891513,
-0.533342,-0.723090183,-0.513397,0.592865203,-0.4146,1.115937404,
-0.532274,-0.753933089,-0.512329,0.572304014,-0.413501,1.102960349,
-0.531176,-0.777921517,-0.51123,0.582584609,-0.412433,1.128914458,
-0.530168,-0.733370778,-0.510223,0.610000276,-0.411365,1.115937404,
-0.529131,-0.70938235,-0.509094,0.633988704,-0.410327,1.051056383,
-0.528032,-0.733370778,-0.508026,0.596292442,-0.409229,1.051056383,
-0.526964,-0.743651372,-0.506989,0.623708109,-0.408191,1.102960349,
-0.525835,-0.695674516,-0.50592,0.671686088,-0.407092,1.102960349,
-0.524797,-0.699101755,-0.504852,0.654551016,-0.406055,1.102960349,
-0.523699,-0.719662944,-0.503784,0.633988704,-0.404956,1.089987546,
-0.522661,-0.668258849,-0.502716,0.688820038,-0.403827,1.115937404,
-0.521501,-0.668258849,-0.501617,0.712809589,-0.40285,1.102960349,
-0.520555,-0.712809589,-0.500549,0.688820038,-0.401752,1.128914458,
-0.519487,-0.66483161,-0.499542,0.733370778,-0.400653,1.077010492,
-0.518358,-0.633988704,-0.498444,0.736798017,-0.399585,0.973202559,
-0.51729,-0.640843182,-0.497314,0.726517422,,,
-0.516283,-0.654551016,-0.496307,0.729943538,,,
-0.515123,-0.610000276,-0.49527,0.784775995,,,
-0.514147,-0.610000276,-0.494202,0.781348756,,,
-0.513109,-0.582584609,-0.493134,0.747078611,,,
-0.51201,-0.610000276,-0.492065,0.788202112,,,
-0.510942,-0.555168942,-0.490997,0.819045018,,,
-0.509844,-0.613427515,-0.489899,0.801909945,,,
-0.508776,-0.599719681,-0.488831,0.781348756,,,
-0.507738,-0.517471557,-0.487885,0.853315163,,,
-0.506639,-0.551741703,-0.486725,0.843033446,,,
-0.505632,-0.592865203,-0.485596,0.832752851,,,
-0.504534,-0.517471557,-0.48468,0.873876352,,,
-0.503405,-0.510618202,-0.483521,0.908146497,,,
-0.502397,-0.551741703,-0.482452,0.856741279,,,
-0.50136,-0.520898797,-0.481445,0.887584185,,,
-0.500261,-0.503763724,-0.480347,0.921854331,,,
-0.499193,-0.479775296,-0.479248,0.921854331,,,
-0.498094,-0.49005589,-0.478271,0.884158069,,,
-0.497057,-0.472921941,-0.477142,0.932134925,,,
-0.495989,-0.452359629,-0.476044,0.969831186,,,
-0.494921,-0.459214107,-0.475006,0.928707686,,,
-0.493853,-0.438651795,-0.473999,0.945842759,,,
-0.492845,-0.383820461,-0.47287,1.000674093,,,
-0.491686,-0.424943962,-0.471832,0.956123353,,,
-0.490679,-0.442079035,-0.470734,0.969831186,,,
-0.489611,-0.359832033,-0.469666,1.014381926,,,
-0.488542,-0.352977555,-0.468597,1.01095581,,,
-0.487474,-0.387247701,-0.467529,0.997247976,,,
-0.486437,-0.373539867,-0.466492,1.031516999,,,
-0.485338,-0.339269722,-0.465424,1.065787144,,,
-0.484178,-0.349550316,-0.464325,1.02808976,,,
-0.483171,-0.335842483,-0.463226,1.041797593,,,
-0.482164,-0.308426816,-0.462219,1.079494978,,,
-0.481127,-0.325561888,-0.461151,1.06921326,,,
-0.479998,-0.315281294,-0.460083,1.05207931,,,
-0.478899,-0.26044996,-0.459045,1.072640499,,,
-0.477861,-0.233034293,-0.457916,1.113764,,,
-0.476793,-0.304999576,-0.456909,1.058932666,,,
-0.475725,-0.274157793,-0.455811,1.093202811,,,
-0.474688,-0.219326459,-0.454773,1.120618478,,,
-0.473619,-0.226179814,-0.453735,1.117191239,,,
-0.472551,-0.243314887,-0.452606,1.103483405,,,
-0.471422,-0.21589922,-0.451569,1.144610275,,,
-0.470354,-0.164494002,-0.450439,1.148035268,,,
-0.469316,-0.222752575,-0.449341,1.106910645,,,
-0.468309,-0.17477572,-0.448395,1.148035268,,,
-0.467241,-0.147360053,-0.447327,1.199443855,,,
-0.466143,-0.188483553,-0.446167,1.127474079,,,
-0.465044,-0.167921241,-0.445221,1.141185282,,,
-0.464067,-0.099382074,-0.444092,1.182307659,,,
-0.46303,-0.10623599,-0.442993,1.189157646,,,
-0.461901,-0.140505574,-0.441895,1.148035268,,,
-0.460771,-0.126797741,-0.440857,1.189157646,,,
-0.459764,-0.068539392,-0.43985,1.250841212,,,
-0.458727,-0.051404544,-0.438599,1.216568821,,,
-0.457598,-0.089101142,-0.437683,1.182307659,,,
-0.456499,-0.030842682,-0.436584,1.22685503,,,
-0.455461,-0.013707834,-0.435577,1.23713001,,,
-0.454424,-0.065112378,-0.434479,1.206293841,,,
-0.453325,-0.02056175,-0.433411,1.230280023,,,
-0.452318,0.051404544,-0.432343,1.23713001,,,
-0.451189,0.030842682,-0.431213,1.192582639,,,
-0.450121,0.00342697,-0.430206,1.216568821,,,
-0.449144,0.075393309,-0.429138,1.240566232,,,
-0.448015,0.027415779,-0.42807,1.23713001,,,
-0.446947,0.037696598,-0.427032,1.216568821,,,
-0.445909,0.071966294,-0.425903,1.261127421,,,
-0.444811,0.126797741,-0.424866,1.288538596,,,
-0.443743,0.078820211,-0.423798,1.261127421,,,
-0.442675,0.089101142,-0.42276,1.28168861,,,
-0.441698,0.157640647,-0.421661,1.285113603,,,
-0.440508,0.147360053,-0.420624,1.254266205,,,
-0.439501,0.147360053,-0.419525,1.271402401,,,
-0.438433,0.202191387,-0.418427,1.285113603,,,
-0.437395,0.195336908,-0.41745,1.28168861,,,
-0.436327,0.17134848,-0.416321,1.250841212,,,
-0.435289,0.178201836,-0.415283,1.274827394,,,
-0.43416,0.26044996,-0.414246,1.29196359,,,
-0.433092,0.212471981,-0.413147,1.285113603,,,
-0.432024,0.21589922,-0.41217,1.240566232,,,
-0.430986,0.284438388,-0.411041,1.315961001,,,
-0.429888,0.287865627,-0.409973,1.305674792,,,
-0.42885,0.239887648,-0.408875,1.267977408,,,
-0.427782,0.304999576,-0.407867,1.288538596,,,
-0.426683,0.308426816,-0.406738,1.329660974,,,
-0.425615,0.308426816,-0.405701,1.274827394,,,
-0.424578,0.325561888,-0.404602,1.298824806,,,
-0.42351,0.376965983,-0.403503,1.315961001,,,
-0.422472,0.359832033,-0.402466,1.285113603,,,
-0.421312,0.356404794,-0.401398,1.28168861,,,
-0.420275,0.394101056,-0.400269,1.322810988,,,
-0.419207,0.400955534,-0.399292,1.326235981,,,
-0.418169,0.376965983,-0.398224,1.274827394,,,
-0.417101,0.40438165,-0.397247,1.29196359,,,
-0.416002,0.435224556,-0.396088,1.326235981,,,
-0.414965,0.428371201,-0.394989,1.302249799,,,
-0.413835,0.400955534,-0.394012,1.278263617,,,
-0.412828,0.496910369,-0.392853,1.315961001,,,
-0.411821,0.503763724,-0.391846,1.309099785,,,
-0.410692,0.466067462,-0.390717,1.264552414,,,
-0.409624,0.49348313,-0.389679,1.302249799,,,
-0.408556,0.548314464,-0.388611,1.319385994,,,
-0.407488,0.538033869,-0.387512,1.285113603,,,
-0.40645,0.520898797,-0.386566,1.274827394,,,
-0.405291,0.562022297,-0.385437,1.322810988,,,
-0.404222,0.558596181,-0.384277,1.295388583,,,
-0.403215,0.555168942,-0.38327,1.271402401,,,
-0.402178,0.599719681,-0.382233,1.28168861,,,
-0.401079,0.610000276,-0.381134,1.319385994,,,
-0.400011,0.586011848,-0.380035,1.271402401,,,
-0.399004,0.586011848,-0.379089,1.267977408,,,
-0.397966,0.647696537,-0.377991,1.326235981,,,
-0.396807,0.630561465,-0.376892,1.29196359,,,
-0.395739,0.630561465,-0.375854,1.247416219,,,
-0.394731,0.66483161,-0.374786,1.312524778,,,
-0.393602,0.692247277,-0.373688,1.295388583,,,
-0.392534,0.654551016,-0.37262,1.264552414,,,
-0.391527,0.685393922,-0.371552,1.288538596,,,
-0.390428,0.716235705,-0.370544,1.295388583,,,
-0.38936,0.688820038,-0.369446,1.267977408,,,
-0.388292,0.692247277,-0.368317,1.254266205,,,
-0.387255,0.743651372,-0.36731,1.271402401,,,
-0.386156,0.771068162,-0.36618,1.288538596,,,
-0.385118,0.712809589,-0.365173,1.247416219,,,
-0.38402,0.771068162,-0.364136,1.23713001,,,
-0.382952,0.788202112,-0.363007,1.267977408,,,
-0.381792,0.788202112,-0.361969,1.230280023,,,
-0.380907,0.774494278,-0.360931,1.243991226,,,
-0.379778,0.829325612,-0.359833,1.254266205,,,
-0.378679,0.825899496,-0.358765,1.254266205,,,
-0.377611,0.79505659,-0.357727,1.220005044,,,
-0.376604,0.846460685,-0.356659,1.250841212,,,
-0.375505,0.863595757,-0.355591,1.250841212,,,
-0.374407,0.829325612,-0.354523,1.216568821,,,
