"Figure 2 data (WE Area: 1.04 cm^2, scan rate: 0.3 V/s)",
Potential (V),Current Density (mA/cm^3)
0.0290009,2.111787386
0.0300629,2.085275557
0.0311432,2.070557486
0.0321808,2.114731001
0.0332672,2.091172436
0.0343231,2.082331943
0.035376,2.12062788
0.0364685,2.105900158
0.0375488,2.079388329
0.0386047,2.09411605
0.0396698,2.108843772
0.0407776,2.085275557
0.0418365,2.0735011
0.0429016,2.097059665
0.0439728,2.088228822
0.0450562,2.079388329
0.0461151,2.091172436
0.0471649,2.123571494
0.0482361,2.079388329
0.0492767,2.079388329
0.0503845,2.114731001
0.0513916,2.111787386
0.0524902,2.09411605
0.0535889,2.102956544
0.0546265,2.111787386
0.0556946,2.091172436
0.0567932,2.100003279
0.0577698,2.135345951
0.0588989,2.082331943
0.0599365,2.12062788
0.0610657,2.12062788
0.0621338,2.150073673
0.0632019,2.114731001
0.0643005,2.144186444
0.0653687,2.176585502
0.0664673,2.153017287
0.0674438,2.147130058
0.068512,2.167745009
0.0696716,2.173641888
0.0706177,2.173641888
0.0717163,2.176585502
0.0728149,2.176585502
0.0738831,2.16185778
0.0749512,2.179529116
0.0760193,2.20898456
0.0770569,2.185416345
0.0781555,2.167745009
0.0791626,2.200144066
0.0802307,2.235486738
0.0813904,2.203087681
0.082428,2.20898456
0.0835266,2.25611134
0.0845947,2.22959951
0.0856323,2.226655896
0.0867004,2.273782676
0.087738,2.27672629
0.0888062,2.259054954
0.0898743,2.288510398
0.0910034,2.315012576
0.092041,2.312068962
0.0930786,2.300284854
0.0941772,2.347411634
0.0952148,2.332683912
0.096283,2.31795619
0.0973816,2.353298862
0.0984802,2.38569792
0.0995178,2.34446802
0.100555,2.373923464
0.101624,2.379810692
0.102753,2.36508297
0.10379,2.368026584
0.104828,2.406322522
0.105927,2.403369256
0.106995,2.388651186
0.108063,2.400425642
0.109131,2.429881086
0.110229,2.426937472
0.111267,2.438721579
0.112305,2.450496036
0.113373,2.471110986
0.114502,2.447552422
0.115479,2.471110986
0.116638,2.47995148
0.117676,2.47995148
0.118744,2.50056643
0.119751,2.530021874
0.120911,2.524134645
0.121979,2.512350538
0.122986,2.553580438
0.124176,2.565364546
0.125153,2.532965488
0.126221,2.54769321
0.12735,2.577148653
0.128357,2.577148653
0.129395,2.559477317
0.130493,2.597763604
0.131561,2.597763604
0.132629,2.574205039
0.133698,2.588932761
0.134735,2.612491325
0.135864,2.606604097
0.136932,2.585979496
0.13797,2.612491325
0.139038,2.609547711
0.140076,2.585979496
0.141174,2.603650832
0.142303,2.644890383
0.143372,2.612491325
0.144379,2.600707218
0.145477,2.630162661
0.146515,2.647833997
0.147614,2.600707218
0.14859,2.624275433
0.149719,2.639003155
0.150848,2.630162661
0.151855,2.61543494
0.152924,2.639003155
0.154022,2.624275433
0.15509,2.600707218
0.156128,2.624275433
0.157257,2.641946769
0.158295,2.588932761
0.159363,2.600707218
0.160431,2.61543494
0.16153,2.61543494
0.162628,2.580092268
0.163666,2.603650832
0.164734,2.597763604
0.165741,2.585979496
0.166779,2.585979496
0.167847,2.606604097
0.169006,2.585979496
0.170044,2.56830816
0.171112,2.603650832
0.172119,2.597763604
0.173248,2.556533703
0.174316,2.583035882
0.175323,2.603650832
0.176483,2.585979496
0.17749,2.56830816
0.178589,2.606604097
0.179657,2.585979496
0.180695,2.571251774
0.181824,2.583035882
0.182892,2.56830816
0.183929,2.550636824
0.184998,2.541805981
0.186127,2.541805981
0.187103,2.538862367
0.188232,2.509406923
0.18927,2.52118138
0.190399,2.544749596
0.191406,2.506463309
0.192474,2.512350538
0.193573,2.538862367
0.194611,2.506463309
0.195679,2.506463309
0.196747,2.515294152
0.197876,2.50056643
0.198914,2.488791973
0.200012,2.497622816
0.201019,2.512350538
0.202118,2.485838708
0.203217,2.482895094
0.204254,2.509406923
0.205322,2.485838708
0.20636,2.471110986
0.207428,2.506463309
0.208496,2.506463309
0.209595,2.482895094
0.210632,2.485838708
0.211731,2.50056643
0.212769,2.474064251
0.213806,2.477007866
0.214874,2.494679202
0.216003,2.491735587
0.217133,2.471110986
0.21817,2.482895094
0.219177,2.50056643
0.220276,2.485838708
0.221252,2.471110986
0.222382,2.497622816
0.223511,2.491735587
0.224579,2.477007866
0.225647,2.491735587
0.226715,2.503510044
0.227722,2.494679202
0.22876,2.497622816
0.229919,2.518237766
0.230927,2.506463309
0.232025,2.50056643
0.233093,2.506463309
0.234192,2.535909102
0.235199,2.503510044
0.236237,2.515294152
0.237396,2.54769321
0.238403,2.530021874
0.239502,2.524134645
0.240601,2.544749596
0.241577,2.565364546
0.242676,2.538862367
0.243744,2.553580438
0.244843,2.583035882
0.245941,2.56830816
0.247009,2.562420932
0.248047,2.585979496
0.249146,2.580092268
0.250214,2.580092268
0.251251,2.577148653
0.252319,2.606604097
0.253357,2.583035882
0.254456,2.603650832
0.255463,2.630162661
0.256592,2.63604989
0.25769,2.618378554
0.258728,2.647833997
0.259796,2.671392562
0.260925,2.650777612
0.261902,2.656674491
0.26297,2.689063898
0.264008,2.668448948
0.265167,2.680233055
0.266174,2.700848006
0.267273,2.724416221
0.268402,2.697904391
0.26944,2.724416221
0.270477,2.753862014
0.271484,2.750918399
0.272583,2.753862014
0.273651,2.780373843
0.27475,2.77153335
0.275818,2.777430229
0.276886,2.795101565
0.277985,2.818660129
0.279114,2.792157951
0.28006,2.821603743
0.281158,2.848115573
0.282196,2.845171959
0.283325,2.824557009
0.284363,2.874627403
0.285522,2.889345473
0.28656,2.874627403
0.287537,2.871674137
0.288635,2.921744531
0.289734,2.924697797
0.290771,2.909970075
0.291901,2.948256361
0.292908,2.965927697
0.293945,2.945312747
0.295044,2.962984083
0.296082,3.001270369
0.29718,2.989486261
0.298248,2.986542647
0.299316,3.021885319
0.300415,3.04250992
0.301483,3.021885319
0.302521,3.04250992
0.303558,3.086683435
0.304657,3.069012099
0.305695,3.086683435
0.306854,3.101411157
0.307831,3.119082493
0.308929,3.113195264
0.309967,3.130866601
0.311096,3.148537937
0.312134,3.151481551
0.313232,3.157368779
0.314301,3.195664716
0.31543,3.186824223
0.316437,3.186824223
0.317505,3.210392438
0.318604,3.236894617
0.319641,3.222166895
0.320709,3.239838231
0.321838,3.260462832
0.322876,3.257509567
0.323944,3.269293674
0.324982,3.289908625
0.326111,3.298749118
0.327148,3.29286189
0.328186,3.298749118
0.329254,3.331148176
0.330353,3.316420454
0.33136,3.319364068
0.332428,3.342932284
0.333557,3.348819512
0.334686,3.351763126
0.335663,3.369434462
0.336731,3.387105798
0.33783,3.387105798
0.338898,3.398889906
0.339996,3.42244847
0.341003,3.416561242
0.342072,3.407720748
0.343201,3.42244847
0.344238,3.437176192
0.345306,3.416561242
0.346344,3.434232578
0.347412,3.46957525
0.34848,3.454847528
0.349579,3.4489603
0.350647,3.481359358
0.351685,3.493133814
0.352783,3.478415744
0.353882,3.493133814
0.354919,3.522589258
0.356018,3.507861536
0.357025,3.504917922
0.358124,3.540260594
0.359192,3.510814802
0.36026,3.522589258
0.361298,3.531429752
0.362396,3.549101088
0.363434,3.522589258
0.364532,3.543204208
0.365601,3.581500146
0.366669,3.55793193
0.367737,3.549101088
0.368835,3.572659652
0.369965,3.572659652
0.370941,3.569716038
0.37207,3.560885195
0.373138,3.590330988
0.374176,3.569716038
0.375183,3.566772424
0.376282,3.578556532
0.37738,3.602115096
0.378448,3.569716038
0.379517,3.58444376
0.380615,3.608002324
0.381592,3.590330988
0.38269,3.587387374
0.38382,3.616842818
0.384827,3.60505871
0.385956,3.587387374
0.386963,3.599171482
0.388031,3.616842818
0.38916,3.599171482
0.390198,3.602115096
0.391266,3.608002324
0.392334,3.616842818
0.393402,3.58444376
0.39444,3.619786432
0.395508,3.619786432
0.396667,3.60505871
0.397736,3.60505871
0.398743,3.619786432
0.39975,3.590330988
0.400848,3.599171482
0.401947,3.613899204
0.403015,3.613899204
0.404083,3.599171482
0.405121,3.608002324
0.406219,3.628626925
0.407257,3.602115096
0.408356,3.596227868
0.409393,3.616842818
0.410522,3.610955589
0.41156,3.596227868
0.412567,3.610955589
0.413666,3.62567366
0.414764,3.599171482
0.415833,3.593274602
0.41687,3.610955589
0.417938,3.610955589
0.419006,3.608002324
0.420074,3.60505871
0.421173,3.60505871
0.422241,3.587387374
0.423279,3.58444376
0.424377,3.616842818
0.425385,3.590330988
0.426453,3.578556532
0.427521,3.60505871
0.42865,3.596227868
0.429718,3.575603266
0.430786,3.581500146
0.431824,3.596227868
0.432953,3.578556532
0.434021,3.581500146
0.435089,3.581500146
0.436157,3.58444376
0.437256,3.566772424
0.438293,3.578556532
0.439331,3.590330988
0.44043,3.569716038
0.441467,3.55793193
0.442535,3.587387374
0.443634,3.566772424
0.444672,3.560885195
0.445679,3.581500146
0.446777,3.581500146
0.447876,3.546157474
0.448944,3.566772424
0.449982,3.58444376
0.451111,3.55793193
0.452179,3.552044702
0.453217,3.566772424
0.454285,3.566772424
0.455353,3.549101088
0.456451,3.549101088
0.45752,3.56382881
0.458618,3.53731698
0.459686,3.552044702
0.460724,3.55793193
0.461792,3.549101088
0.46283,3.528486138
0.463898,3.55793193
0.464996,3.546157474
0.466095,3.534373366
0.467102,3.528486138
0.468201,3.546157474
0.469177,3.531429752
0.470306,3.534373366
0.471436,3.531429752
0.472443,3.53731698
0.473511,3.501974308
0.474579,3.522589258
0.475677,3.534373366
0.476807,3.522589258
0.477753,3.507861536
0.478882,3.534373366
0.47995,3.513758416
0.480957,3.519645644
0.482117,3.519645644
0.483093,3.53731698
0.484192,3.519645644
0.485291,3.528486138
0.486359,3.540260594
0.487396,3.528486138
0.488556,3.501974308
0.489502,3.531429752
0.490631,3.546157474
0.491699,3.525532872
0.492767,3.513758416
0.493866,3.543204208
0.494934,3.513758416
0.495972,3.513758416
0.497009,3.519645644
0.498108,3.519645644
0.499176,3.510814802
0.500183,3.513758416
0.501282,3.531429752
0.50238,3.51670203
0.503387,3.510814802
0.504517,3.531429752
0.505554,3.534373366
0.506592,3.51670203
0.507721,3.525532872
0.50882,3.546157474
0.509857,3.51670203
0.510895,3.51670203
0.512024,3.528486138
0.513092,3.528486138
0.51413,3.522589258
0.515198,3.51670203
0.516296,3.543204208
0.517303,3.510814802
0.518402,3.513758416
0.519501,3.531429752
0.520508,3.528486138
0.521637,3.510814802
0.522705,3.534373366
0.523712,3.540260594
0.52478,3.510814802
0.525909,3.522589258
0.526978,3.53731698
0.528046,3.51670203
0.529114,3.522589258
0.530182,3.531429752
0.531189,3.53731698
0.532379,3.507861536
0.533325,3.531429752
0.534424,3.543204208
0.535492,3.534373366
0.53656,3.528486138
0.537628,3.546157474
0.538757,3.549101088
0.539734,3.534373366
0.540863,3.55793193
0.541901,3.569716038
0.542999,3.546157474
0.543976,3.55793193
0.545105,3.569716038
0.546204,3.575603266
0.54718,3.554988316
0.548309,3.575603266
0.549286,3.578556532
0.550385,3.56382881
0.551575,3.55793193
0.552612,3.590330988
0.55368,3.572659652
0.554718,3.572659652
0.555786,3.581500146
0.556885,3.590330988
0.557983,3.566772424
0.55896,3.587387374
0.560028,3.596227868
0.561157,3.590330988
0.562195,3.587387374
0.563232,3.60505871
0.564362,3.599171482
0.56546,3.596227868
0.566528,3.599171482
0.567566,3.62567366
0.568665,3.610955589
0.569641,3.622730046
0.57074,3.63157054
0.571869,3.646298261
0.572876,3.640401382
0.573944,3.649241876
0.575012,3.666913212
0.576141,3.661016332
0.57724,3.655129104
0.578217,3.678697319
0.579285,3.666913212
0.580292,3.681640933
0.581451,3.705199498
0.58255,3.708143112
0.583588,3.696368655
0.584625,3.71992722
0.585724,3.737598556
0.586731,3.734654941
0.587891,3.737598556
0.588959,3.772941228
0.589996,3.767053999
0.591003,3.781781721
0.592102,3.802396671
0.59317,3.799453057
0.594269,3.790612564
0.595367,3.820068007
0.596344,3.840682958
0.597473,3.834795729
0.598572,3.831852115
0.599609,3.855410679
0.600708,3.890753351
0.601746,3.887809737
0.602783,3.911368302
0.603882,3.952607853
0.604919,3.937880131
0.605988,3.961438696
0.607025,3.982063297
0.608124,3.999734633
0.609192,3.999734633
0.61026,4.026236811
0.611328,4.052748641
0.612427,4.052748641
0.613525,4.076307205
0.614594,4.111649877
0.615692,4.108706263
0.616699,4.132274479
0.617706,4.170560765
0.618805,4.197062943
0.619843,4.197062943
0.621033,4.211790665
0.622009,4.247133337
0.623077,4.250086602
0.624176,4.28248566
0.625214,4.297203731
0.626312,4.332556054
0.62738,4.323715561
0.628418,4.347274125
0.629517,4.373785955
0.630646,4.373785955
0.631653,4.376729569
0.63269,4.41796912
0.633789,4.432696842
0.634857,4.432696842
0.635864,4.444471299
0.636993,4.476870356
0.638031,4.45919902
0.639099,4.48571085
0.640137,4.503382186
0.641235,4.518109908
0.642273,4.512213028
0.643372,4.52694075
0.64444,4.55345258
0.645569,4.541668472
0.646576,4.544612086
0.647614,4.577011144
0.648712,4.565227037
0.64975,4.571123916
0.650879,4.585851638
0.651947,4.59468248
0.652985,4.588795252
0.654053,4.59468248
0.655121,4.618250696
0.656189,4.618250696
0.657288,4.60057936
0.658325,4.618250696
0.659363,4.609410202
0.660431,4.603522974
0.661499,4.606466588
0.662567,4.630025152
0.663666,4.59468248
0.664703,4.624137924
0.665802,4.627081538
0.66687,4.61529743
0.667969,4.59468248
0.668976,4.62119431
0.670074,4.62119431
0.671173,4.597626094
0.67218,4.60057936
0.673248,4.60057936
0.674316,4.585851638
0.675354,4.585851638
0.676483,4.579954758
0.677521,4.606466588
0.678589,4.559339808
0.679657,4.57406753
0.680756,4.571123916
0.681854,4.559339808
0.682831,4.544612086
0.683899,4.55345258
0.684998,4.538724858
0.685974,4.556396194
0.687103,4.529884364
0.68811,4.544612086
0.68927,4.515156643
0.690338,4.509269414
0.691376,4.509269414
0.692444,4.497485307
0.693573,4.473926742
0.69458,4.488654464
0.695618,4.503382186
0.696716,4.468039514
0.697754,4.45919902
0.698853,4.470983128
0.69989,4.453311792
0.701019,4.441527684
0.702087,4.444471299
0.703125,4.444471299
0.704254,4.426799963
0.705292,4.423856348
0.706238,4.435640456
0.707367,4.400297784
0.708466,4.347274125
0.709534,4.382626448
0.710663,4.376729569
0.71167,4.338443282
0.712708,4.341386897
0.713806,4.367898726
0.714844,4.338443282
0.715881,4.317828332
0.71701,4.326659175
0.718079,4.317828332
0.719086,4.308987839
0.720184,4.306044225
0.721283,4.314884718
0.722351,4.291316503
0.723419,4.276588781
0.724487,4.288372889
0.725555,4.264814324
0.726593,4.247133337
0.727661,4.267757938
0.728699,4.28248566
0.729767,4.250086602
0.730804,4.247133337
0.731903,4.253030217
0.733002,4.226518387
0.73407,4.232415266
0.735107,4.229462001
0.736237,4.238302495
0.737244,4.211790665
0.738342,4.211790665
0.739441,4.220631159
0.740509,4.200016209
0.741486,4.194119329
0.742615,4.21474393
0.743652,4.205903437
0.74472,4.179391607
0.745819,4.188232101
0.746887,4.194119329
0.747955,4.158776657
0.748901,4.173504379
0.750031,4.185288487
0.751343,4.164673536
0.752258,4.138161707
0.753479,4.138161707
0.7547,4.138161707
0.755615,4.120490371
0.757141,4.126377599
0.757446,4.144048935
0.758667,4.120490371
0.759583,4.114603143
0.761108,4.123433985
0.761719,4.129321213
0.762939,4.102819035
0.76416,4.114603143
0.765076,4.123433985
0.766602,4.114603143
0.767517,4.091034927
0.769043,4.108706263
0.769348,4.108706263
0.770874,4.093978541
0.771484,4.096931807
0.772705,4.108706263
0.773621,4.091034927
0.774841,4.085147699
0.775757,4.102819035
0.776978,4.105762649
0.777588,4.064532749
0.779114,4.085147699
0.780029,4.088091313
0.780945,4.070419977
0.782471,4.070419977
0.783691,4.079250819
0.784302,4.064532749
0.785217,4.085147699
0.786438,4.076307205
0.787964,4.073363591
0.788574,4.046861413
0.789795,4.067476363
0.79071,4.076307205
0.791626,4.055692255
0.792542,4.046861413
0.794373,4.067476363
0.795288,4.067476363
0.796204,4.055692255
0.796814,4.052748641
0.79834,4.061579483
0.799866,4.038020919
0.800781,4.046861413
0.801392,4.040964533
0.802612,4.040964533
0.803528,4.026236811
0.804749,4.043908147
0.805359,4.046861413
0.807495,4.032133691
0.80719,4.032133691
0.808716,4.049805027
0.810242,4.032133691
0.810852,4.023293197
0.812073,4.038020919
0.812378,4.052748641
0.814514,4.043908147
0.815735,4.043908147
0.81604,4.064532749
0.817566,4.038020919
0.818787,4.040964533
0.819092,4.040964533
0.820313,4.052748641
0.821838,4.023293197
0.823059,4.040964533
0.823975,4.061579483
0.8255,4.043908147
0.825806,4.046861413
0.827332,4.061579483
0.828552,4.061579483
0.829163,4.040964533
0.830383,4.058635869
0.831604,4.052748641
0.832214,4.043908147
0.833435,4.038020919
0.834351,4.046861413
0.835571,4.049805027
0.836792,4.029180425
0.838013,4.040964533
0.838013,4.046861413
0.840454,4.026236811
0.841064,4.032133691
0.84198,4.052748641
0.842896,4.049805027
0.844116,4.040964533
0.845032,4.055692255
0.845947,4.055692255
0.847778,4.046861413
0.848389,4.058635869
0.849915,4.079250819
0.850525,4.067476363
0.851135,4.058635869
0.852966,4.073363591
0.853271,4.082204085
0.855103,4.088091313
0.855713,4.099875421
0.857544,4.102819035
0.857849,4.093978541
0.859375,4.105762649
0.860291,4.108706263
0.861511,4.108706263
0.862122,4.102819035
0.863342,4.108706263
0.864258,4.114603143
0.865479,4.105762649
0.866394,4.111649877
0.867615,4.141105321
0.868835,4.114603143
0.869751,4.114603143
0.870667,4.155833043
0.872192,4.144048935
0.873108,4.126377599
0.874329,4.1470022
0.874634,4.158776657
0.87616,4.152889429
0.87677,4.152889429
0.877686,4.158776657
0.878906,4.158776657
0.880737,4.167617151
0.881348,4.170560765
0.882568,4.194119329
0.883484,4.158776657
0.884094,4.185288487
0.885315,4.205903437
0.886841,4.208847051
0.888062,4.188232101
0.888977,4.21474393
0.889893,4.223574773
0.891113,4.208847051
0.892029,4.232415266
0.892944,4.247133337
0.894165,4.250086602
0.895386,4.244189723
0.896301,4.255973831
0.897827,4.270701553
0.898132,4.244189723
0.899353,4.276588781
0.900574,4.300156996
0.901489,4.279532395
0.903015,4.291316503
0.903931,4.320771946
0.905151,4.311931453
0.905762,4.314884718
0.906982,4.326659175
0.908203,4.35022739
0.909424,4.335499668
0.909729,4.338443282
0.911255,4.353171004
0.91217,4.344330511
0.913391,4.353171004
0.914307,4.382626448
0.915527,4.400297784
0.916138,4.376729569
0.917969,4.391457291
0.918579,4.412072241
0.919495,4.397344519
0.921021,4.406185012
0.921936,4.409128627
0.922852,4.415015855
0.924072,4.409128627
0.924377,4.432696842
0.926208,4.43858407
0.927734,4.41796912
0.928345,4.423856348
0.92926,4.441527684
0.931091,4.456255406
0.931702,4.450368178
0.932617,4.482767236
0.933228,4.491598078
0.935364,4.488654464
0.935364,4.500438572
0.937195,4.518109908
0.93811,4.515156643
0.938721,4.52694075
0.939636,4.547555701
0.941467,4.550508966
0.942383,4.550508966
0.943604,4.559339808
0.943604,4.57406753
0.944824,4.57406753
0.94635,4.585851638
0.947571,4.59468248
0.948792,4.597626094
0.950317,4.588795252
0.950928,4.618250696
0.952148,4.627081538
0.952759,4.624137924
0.953674,4.650649754
0.9552,4.671264704
0.956116,4.680095546
0.957031,4.66832109
0.958557,4.685992426
0.958862,4.677151932
0.960693,4.68893604
0.961609,4.697766882
0.962219,4.718391484
0.96344,4.715438218
0.964355,4.73606282
0.965576,4.75667777
0.966492,4.771405492
0.968018,4.750790541
0.968628,4.780236334
0.969849,4.794964056
0.97168,4.800860935
0.97168,4.80380455
0.973206,4.833250342
0.973816,4.842090836
0.976257,4.847978064
0.976868,4.874489894
0.977478,4.898048458
0.978699,4.886274001
0.979614,4.906888951
0.98114,4.936344395
0.98175,4.945175238
0.982361,4.930447516
0.984192,4.968743453
0.984802,4.974630681
0.986023,4.977574296
0.986633,4.983461524
0.988464,5.012916968
0.98877,5.009973353
0.990295,5.045316025
0.991516,5.068884241
0.992126,5.083602312
0.993347,5.077715083
0.994873,5.113057755
0.995789,5.142513199
0.996704,5.166071763
0.99762,5.174912257
0.999146,5.222039037
1.00006,5.233813493
1.00128,5.242653987
1.0022,5.275053045
1.00281,5.277996659
1.00403,5.251484829
1.00525,5.301555223
1.00586,5.339851161
1.00677,5.354578882
1.00769,5.348682003
1.00983,5.389921554
1.01044,5.40759289
1.01135,5.404649276
1.01257,5.442935563
1.01379,5.481221849
1.01532,5.47533462
1.01593,5.501836799
1.01654,5.537179471
1.01776,5.557804072
1.01898,5.575475408
1.0202,5.604930852
1.02112,5.63143303
1.02264,5.63143303
1.02325,5.65794486
1.02417,5.710958868
1.0257,5.731573818
1.02692,5.731573818
1.02753,5.769860104
1.02814,5.828770992
1.02966,5.81404327
1.03119,5.849385942
1.03149,5.887672228
1.03241,5.90829683
1.03363,5.952470344
1.03485,5.978982174
1.03577,6.011381231
1.03699,6.026108953
1.0379,6.08501019
1.03943,6.140977463
1.04095,6.146864691
1.04156,6.193991471
1.04218,6.267620429
1.04401,6.297075873
1.04462,6.314747209
1.04523,6.370704831
1.04675,6.423718839
1.04767,6.459061511
1.04889,6.503244677
1.05042,6.550371457
1.05103,6.600441851
1.05225,6.632840908
1.05286,6.688798531
1.05377,6.738868925
1.0553,6.788939318
1.05682,6.833122484
1.05713,6.894976986
1.05835,6.933263272
1.05957,6.962718716
1.06079,7.024563566
1.06171,7.07463396
1.06323,7.10114579
1.06354,7.177718362
1.06476,7.230742021
1.06506,7.269028307
1.0672,7.304370979
1.06781,7.372112709
1.06873,7.410398995
1.07025,7.457525775
1.07117,7.513483397
1.07269,7.572394285
1.0733,7.601849729
1.07452,7.663694579
1.07574,7.75206091
1.07697,7.805074918
1.07758,7.831577097
1.0788,7.931717885
1.08002,8.00241288
1.08093,8.052483274
1.08246,8.108440896
1.08337,8.196797576
1.08429,8.261595692
1.0849,8.347008758
1.08582,8.423590981
1.08643,8.506060433
1.08826,8.573802163
1.08887,8.691614287
1.08978,8.788811461
1.09161,8.824154133
1.09283,8.918398041
1.09436,9.024435708
1.09467,9.103951895
1.09589,9.156975554
1.09711,9.280674906
1.09772,9.360200744
1.09924,9.416158366
1.10016,9.510411925
1.10107,9.619383556
1.1026,9.690088202
1.10352,9.740177898
1.10413,9.852035235
1.10504,9.960997214
1.10657,10.01407878
1.10809,10.07594293
1.1087,10.21723641
1.10992,10.26143888
1.11053,10.33507749
1.11145,10.41460333
1.11298,10.52066995
1.11389,10.60897837
1.11542,10.70915776
1.11633,10.79457083
1.11725,10.85643498
1.11816,10.96829232
1.11969,11.05370539
1.12,11.16565924
1.12152,11.23640249
1.12274,11.35414705
1.12366,11.4572218
1.12488,11.5161906
1.12579,11.62216071
1.12671,11.73710643
1.12762,11.81364039
1.12885,11.92559424
1.13007,12.03745158
1.13129,12.13763097
1.1319,12.21416494
1.13312,12.34677234
1.13464,12.48816233
1.13495,12.57946263
1.13617,12.65898847
1.13739,12.80028195
1.13892,12.90934044
1.13922,12.98886627
1.14044,13.08894915
1.14136,13.21856469
1.14258,13.28631607
1.1441,13.40406063
1.14532,13.52489358
1.14624,13.61030665
1.14716,13.69272784
1.14838,13.80168982
1.1496,13.88420753
1.1499,13.9607415
1.15112,14.02559752
1.15204,14.13745486
1.15387,14.22286792
1.15417,14.29061931
1.1557,14.35248346
1.15631,14.42612207
1.15784,14.46443731
1.15845,14.58227839
1.15997,14.64404603
1.16119,14.70890205
1.1618,14.75599988
1.16302,14.8620665
1.16425,14.93570511
1.16486,14.99457739
1.16608,15.06522413
1.1673,15.13596738
1.16852,15.17428262
1.16974,15.27735737
1.17035,15.35977856
1.17188,15.42463459
1.17279,15.46285332
1.1734,15.56303271
1.17432,15.63956668
1.17584,15.6955436
1.17706,15.75740775
1.17828,15.85459528
1.1792,15.9105722
1.17981,15.94589557
1.18103,16.03430051
1.18195,16.11083447
1.18317,16.1668114
1.18408,16.27577338
1.18561,16.31408862
1.18622,16.38473536
1.18805,16.43482505
1.18805,16.54089167
1.18958,16.56144872
1.19049,16.63219197
1.19202,16.71760503
1.19324,16.80890533
1.19446,16.87955207
1.19476,16.95029532
1.19598,17.0503782
1.1972,17.11224235
1.19781,17.13579126
1.19934,17.28606035
1.19995,17.38025601
1.19904,16.38772723
1.19812,15.6454539
1.1972,15.04466708
1.19629,14.41145225
1.19537,13.85766675
1.19385,13.35107558
1.19263,12.88868688
1.19171,12.42919354
1.1908,12.02278177
1.18988,11.61926535
1.18835,11.24817694
1.18744,10.87699203
1.18683,10.61785747
1.1853,10.30564135
1.18439,9.975763541
1.18317,9.684200974
1.18225,9.442670195
1.18042,9.121623231
1.18011,8.874224526
1.17889,8.629759785
1.17798,8.376464202
1.17645,8.13199946
1.17615,7.911102935
1.17462,7.68431918
1.17371,7.433967211
1.17279,7.201286577
1.17157,7.036347674
1.17035,6.827225605
1.17004,6.603385465
1.16821,6.426672105
1.16699,6.255836322
1.16638,6.052611132
1.16547,5.884728614
1.16455,5.722742976
1.16333,5.507733678
1.1618,5.357522497
1.16119,5.224982651
1.16028,5.057100133
1.15875,4.862705786
1.15784,4.724278712
1.15723,4.577011144
1.1557,4.415015855
1.15448,4.250086602
1.15326,4.120490371
1.15265,3.976166417
1.15082,3.805340286
1.1499,3.705199498
1.14929,3.572659652
1.14838,3.416561242
1.14746,3.29286189
1.14594,3.154425165
1.14471,3.027782199
1.1438,2.880514631
1.14227,2.759758893
1.14197,2.665505333
1.14075,2.512350538
1.13983,2.379810692
1.13831,2.288510398
1.1377,2.153017287
1.13678,2.044045656
1.13556,1.946848483
1.13403,1.843764081
1.13312,1.705337007
1.1319,1.625811169
1.13129,1.534510875
1.13007,1.404914643
1.12885,1.310661084
1.12793,1.222304404
1.1264,1.116276388
1.12579,0.998464264
1.12488,0.918936496
1.12366,0.827632341
1.12244,0.706874673
1.12122,0.624406186
1.1203,0.536046611
1.11908,0.441796912
1.11816,0.318093699
1.11694,0.247406425
1.11603,0.138429969
1.11481,0.04123434
1.11389,-0.058906255
1.11298,-0.138429969
1.11176,-0.262132217
1.11084,-0.350491792
1.10992,-0.406453275
1.10809,-0.500702974
1.10718,-0.63029631
1.10657,-0.692147916
1.10535,-0.751053978
1.10413,-0.857085855
1.10321,-0.957225678
1.1026,-0.992567384
1.10138,-1.080933716
1.09985,-1.163393516
1.09955,-1.245862968
1.09833,-1.316557963
1.0968,-1.416698751
1.09528,-1.46381588
1.09497,-1.534510875
1.09375,-1.59929934
1.09344,-1.693552899
1.09131,-1.711224235
1.0907,-1.755407401
1.09009,-1.829036359
1.08795,-1.87027591
1.08704,-1.911505811
1.08643,-2.002815756
1.0849,-2.029317935
1.08398,-2.076444714
1.08307,-2.126515108
1.08215,-2.18247273
1.08124,-2.217815402
1.07971,-2.264942182
1.07941,-2.34446802
1.07758,-2.382754306
1.07635,-2.394538414
1.07574,-2.444608808
1.07483,-2.518237766
1.0733,-2.535909102
1.07208,-2.565364546
1.07147,-2.644890383
1.06995,-2.662561719
1.06934,-2.70379162
1.06781,-2.745031171
1.06659,-2.792157951
1.06598,-2.809829287
1.06476,-2.830444237
1.06415,-2.901129581
1.06262,-2.918800917
1.06171,-2.933528639
1.06018,-2.989486261
1.05988,-3.04250992
1.05865,-3.045453535
1.05713,-3.080796207
1.05652,-3.122026107
1.0553,-3.122026107
1.05438,-3.163265658
1.05255,-3.210392438
1.05194,-3.207439173
1.05103,-3.236894617
1.0495,-3.233951002
1.04919,-3.242791496
1.04706,-3.251622338
1.04675,-3.225110509
1.04614,-3.257509567
1.04431,-3.26635006
1.04309,-3.251622338
1.04248,-3.248678724
1.04156,-3.257509567
1.04034,-3.233951002
1.03943,-3.233951002
1.03729,-3.236894617
1.03638,-3.19860833
1.03577,-3.186824223
1.03485,-3.17799338
1.03363,-3.175040115
