Figure 3 data,,,,,,,,,,,
Exp 1 (11/17),,,,Exp 3 (12/1),,,,Exp 6 (10/11),,,
300 mV/s,,,,300 mV/s,,,,300 mV/s,,,
WE Potential (V),Adjusted Potential (WE Potential + 0 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2),WE Potential (V),Adjusted Potential (WE Potential - 0.2 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2),WE Potential (V),Adjusted Potential (WE Potential - 0.9 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2)
-0.352814,-0.352814,0.004393368,4.393367941,0.306854,0.106854,0.003101411,3.101411157,1.50726,0.60726,0.018387024,18.38702368
-0.351746,-0.351746,0.004417365,4.417365353,0.307831,0.107831,0.003119082,3.119082493,1.50818,0.60818,0.018387024,18.38702368
-0.350708,-0.350708,0.004431065,4.431065325,0.308929,0.108929,0.003113195,3.113195264,1.5094,0.6094,0.018387024,18.38702368
-0.34967,-0.34967,0.004441352,4.441351535,0.309967,0.109967,0.003130867,3.130866601,1.51001,0.61001,0.01843894,18.4389404
-0.348602,-0.348602,0.004379668,4.379667968,0.311096,0.111096,0.003148538,3.148537937,1.51123,0.61123,0.01843894,18.4389404
-0.347534,-0.347534,0.004465338,4.465337717,0.312134,0.112134,0.003151482,3.151481551,1.51184,0.61184,0.018374055,18.37405513
-0.346466,-0.346466,0.004417365,4.417365353,0.313232,0.113232,0.003157369,3.157368779,1.51337,0.61337,0.018374055,18.37405513
-0.345367,-0.345367,0.004383093,4.383092961,0.314301,0.114301,0.003195665,3.195664716,1.51398,0.61398,0.018412961,18.41296078
-0.344299,-0.344299,0.004410504,4.410504137,0.31543,0.11543,0.003186824,3.186824223,1.51581,0.61581,0.01843894,18.4389404
-0.343292,-0.343292,0.004437927,4.437926541,0.316437,0.116437,0.003186824,3.186824223,1.51611,0.61611,0.018412961,18.41296078
-0.342133,-0.342133,0.004393368,4.393367941,0.317505,0.117505,0.003210392,3.210392438,1.51703,0.61703,0.018490815,18.4908146
-0.341034,-0.341034,0.004400229,4.400229157,0.318604,0.118604,0.003236895,3.236894617,1.51886,0.61886,0.018464878,18.4648775
-0.340027,-0.340027,0.004396804,4.396804164,0.319641,0.119641,0.003222167,3.222166895,1.51978,0.61978,0.018490815,18.4908146
-0.338959,-0.338959,0.004379668,4.379667968,0.320709,0.120709,0.003239838,3.239838231,1.52039,0.62039,0.018464878,18.4648775
-0.337891,-0.337891,0.004355671,4.355670557,0.321838,0.121838,0.003260463,3.260462832,1.52161,0.62161,0.0185557,18.55569988
-0.336884,-0.336884,0.00442079,4.420790346,0.322876,0.122876,0.00325751,3.257509567,1.52313,0.62313,0.018490815,18.4908146
-0.335754,-0.335754,0.00442079,4.420790346,0.323944,0.123944,0.003269294,3.269293674,1.52435,0.62435,0.018516794,18.51679423
-0.334686,-0.334686,0.004362532,4.362531773,0.324982,0.124982,0.003289909,3.289908625,1.52496,0.62496,0.018542731,18.54273133
-0.333679,-0.333679,0.004362532,4.362531773,0.326111,0.126111,0.003298749,3.298749118,1.52588,0.62588,0.018607617,18.6076166
-0.332611,-0.332611,0.004376232,4.376231746,0.327148,0.127148,0.003292862,3.29286189,1.5271,0.6271,0.018542731,18.54273133
-0.331543,-0.331543,0.004379668,4.379667968,0.328186,0.128186,0.003298749,3.298749118,1.52832,0.62832,0.018568711,18.56871095
-0.330444,-0.330444,0.004369382,4.369381759,0.329254,0.129254,0.003331148,3.331148176,1.52924,0.62924,0.018568711,18.56871095
-0.329468,-0.329468,0.00442079,4.420790346,0.330353,0.130353,0.00331642,3.316420454,1.53046,0.63046,0.018581679,18.5816795
-0.328339,-0.328339,0.004345396,4.345395577,0.33136,0.13136,0.003319364,3.319364068,1.53107,0.63107,0.018633554,18.6335537
-0.32724,-0.32724,0.004273426,4.273425802,0.332428,0.132428,0.003342932,3.342932284,1.5329,0.6329,0.018659533,18.65953332
-0.326172,-0.326172,0.004345396,4.345395577,0.333557,0.133557,0.00334882,3.348819512,1.53381,0.63381,0.018659533,18.65953332
-0.325104,-0.325104,0.004383093,4.383092961,0.334686,0.134686,0.003351763,3.351763126,1.53503,0.63503,0.018672502,18.67250187
-0.324005,-0.324005,0.004369382,4.369381759,0.335663,0.135663,0.003369434,3.369434462,1.53534,0.63534,0.018724419,18.7244186
-0.322937,-0.322937,0.004280287,4.280287017,0.336731,0.136731,0.003387106,3.387105798,1.53717,0.63717,0.018737387,18.73738715
-0.321899,-0.321899,0.004359107,4.359106779,0.33783,0.13783,0.003387106,3.387105798,1.53778,0.63778,0.018737387,18.73738715
-0.320862,-0.320862,0.004280287,4.280287017,0.338898,0.138898,0.00339889,3.398889906,1.53931,0.63931,0.018750356,18.7503557
-0.319763,-0.319763,0.004335109,4.335109368,0.339996,0.139996,0.003422448,3.42244847,1.54022,0.64022,0.018763324,18.76332425
-0.318756,-0.318756,0.004362532,4.362531773,0.341003,0.141003,0.003416561,3.416561242,1.54144,0.64144,0.018776293,18.7762928
-0.317688,-0.317688,0.004304273,4.304273199,0.342072,0.142072,0.003407721,3.407720748,1.54266,0.64266,0.018802272,18.80227242
-0.31662,-0.31662,0.004270001,4.270000808,0.343201,0.143201,0.003422448,3.42244847,1.54297,0.64297,0.018867158,18.86715769
-0.315521,-0.315521,0.004287137,4.287137004,0.344238,0.144238,0.003437176,3.437176192,1.54449,0.64449,0.018945012,18.94501152
-0.314484,-0.314484,0.004324834,4.324834388,0.345306,0.145306,0.003416561,3.416561242,1.54572,0.64572,0.018919032,18.91903189
-0.313416,-0.313416,0.004324834,4.324834388,0.346344,0.146344,0.003434233,3.434232578,1.54633,0.64633,0.018970949,18.97094862
-0.312347,-0.312347,0.004225453,4.225453437,0.347412,0.147412,0.003469575,3.46957525,1.54755,0.64755,0.018996886,18.99688572
-0.311279,-0.311279,0.004293987,4.29398699,0.34848,0.14848,0.003454848,3.454847528,1.54877,0.64877,0.01895798,18.95798007
-0.31015,-0.31015,0.004307698,4.307698193,0.349579,0.149579,0.00344896,3.4489603,1.54999,0.64999,0.019048802,19.04880244
-0.309082,-0.309082,0.004246015,4.246014626,0.350647,0.150647,0.003481359,3.481359358,1.55121,0.65121,0.019048802,19.04880244
-0.307983,-0.307983,0.004280287,4.280287017,0.351685,0.151685,0.003493134,3.493133814,1.55151,0.65151,0.019139625,19.13962481
-0.307007,-0.307007,0.004304273,4.304273199,0.352783,0.152783,0.003478416,3.478415744,1.55304,0.65304,0.019087751,19.08775061
-0.305878,-0.305878,0.004259715,4.259714599,0.353882,0.153882,0.003493134,3.493133814,1.55365,0.65365,0.019152593,19.15259337
-0.30484,-0.30484,0.004263151,4.263150822,0.354919,0.154919,0.003522589,3.522589258,1.55457,0.65457,0.019178573,19.17857299
-0.303772,-0.303772,0.004283712,4.283712011,0.356018,0.156018,0.003507862,3.507861536,1.5567,0.6567,0.01920451,19.20451009
-0.302704,-0.302704,0.004273426,4.273425802,0.357025,0.157025,0.003504918,3.504917922,1.55701,0.65701,0.019243458,19.24345826
-0.301575,-0.301575,0.004232303,4.232303424,0.358124,0.158124,0.003540261,3.540260594,1.55853,0.65853,0.019269395,19.26939536
-0.300537,-0.300537,0.00424259,4.242589633,0.359192,0.159192,0.003510815,3.510814802,1.55975,0.65975,0.019256427,19.25642681
-0.29953,-0.29953,0.004280287,4.280287017,0.36026,0.16026,0.003522589,3.522589258,1.56006,0.66006,0.019386197,19.38619736
-0.298431,-0.298431,0.004235728,4.235728417,0.361298,0.161298,0.00353143,3.531429752,1.56158,0.66158,0.019438072,19.43807156
-0.297363,-0.297363,0.004218592,4.218592222,0.362396,0.162396,0.003549101,3.549101088,1.56219,0.66219,0.01947702,19.47701973
-0.296295,-0.296295,0.004270001,4.270000808,0.363434,0.163434,0.003522589,3.522589258,1.56311,0.66311,0.019438072,19.43807156
-0.295288,-0.295288,0.004297412,4.297411984,0.364532,0.164532,0.003543204,3.543204208,1.56494,0.66494,0.019528936,19.52893645
-0.294189,-0.294189,0.004218592,4.218592222,0.365601,0.165601,0.0035815,3.581500146,1.56555,0.66555,0.019528936,19.52893645
-0.293091,-0.293091,0.004228878,4.228878431,0.366669,0.166669,0.003557932,3.55793193,1.56708,0.66708,0.019567842,19.5678421
-0.291962,-0.291962,0.00425629,4.256289606,0.367737,0.167737,0.003549101,3.549101088,1.56769,0.66769,0.019580811,19.58081066
-0.290894,-0.290894,0.004235728,4.235728417,0.368835,0.168835,0.00357266,3.572659652,1.5686,0.6686,0.019645696,19.64569593
-0.289886,-0.289886,0.004266576,4.266575815,0.369965,0.169965,0.00357266,3.572659652,1.56952,0.66952,0.01972355,19.72354975
-0.28891,-0.28891,0.004270001,4.270000808,0.370941,0.170941,0.003569716,3.569716038,1.57074,0.67074,0.019736518,19.7365183
-0.28772,-0.28772,0.004215167,4.215167228,0.37207,0.17207,0.003560885,3.560885195,1.57196,0.67196,0.019814372,19.81437213
-0.286682,-0.286682,0.004208317,4.208317242,0.373138,0.173138,0.003590331,3.590330988,1.57349,0.67349,0.019801404,19.80140358
-0.285675,-0.285675,0.00425629,4.256289606,0.374176,0.174176,0.003569716,3.569716038,1.5741,0.6741,0.019840352,19.84035175
-0.284576,-0.284576,0.004300848,4.300848206,0.375183,0.175183,0.003566772,3.566772424,1.57471,0.67471,0.019918206,19.91820557
-0.283478,-0.283478,0.004211742,4.211742235,0.376282,0.176282,0.003578557,3.578556532,1.57562,0.67562,0.019970122,19.97012229
-0.282471,-0.282471,0.004194606,4.19460604,0.37738,0.17738,0.003602115,3.602115096,1.57776,0.67776,0.019970122,19.97012229
-0.281372,-0.281372,0.004215167,4.215167228,0.378448,0.178448,0.003569716,3.569716038,1.57837,0.67837,0.020034965,20.03496505
-0.280334,-0.280334,0.004222028,4.222028444,0.379517,0.179517,0.003584444,3.58444376,1.57959,0.67959,0.020112819,20.11281887
-0.279236,-0.279236,0.004211742,4.211742235,0.380615,0.180615,0.003608002,3.608002324,1.58112,0.68112,0.020164736,20.16473559
-0.278168,-0.278168,0.004201467,4.201467255,0.381592,0.181592,0.003590331,3.590330988,1.58142,0.68142,0.020151767,20.15176704
-0.2771,-0.2771,0.004211742,4.211742235,0.38269,0.18269,0.003587387,3.587387374,1.58234,0.68234,0.020203684,20.20368376
-0.276031,-0.276031,0.004126072,4.126072487,0.38382,0.18382,0.003616843,3.616842818,1.58356,0.68356,0.020307475,20.30747469
-0.274933,-0.274933,0.00417747,4.177469844,0.384827,0.184827,0.003605059,3.60505871,1.58478,0.68478,0.020359391,20.35939141
-0.273926,-0.273926,0.004228878,4.228878431,0.385956,0.185956,0.003587387,3.587387374,1.586,0.686,0.020359391,20.35939141
-0.272827,-0.272827,0.004180895,4.180894837,0.386963,0.186963,0.003599171,3.599171482,1.58722,0.68722,0.020437245,20.43724523
-0.271729,-0.271729,0.004160334,4.160333648,0.388031,0.188031,0.003616843,3.616842818,1.58844,0.68844,0.020476151,20.47615089
-0.270691,-0.270691,0.004201467,4.201467255,0.38916,0.18916,0.003599171,3.599171482,1.58905,0.68905,0.020567016,20.56701578
-0.269653,-0.269653,0.004167195,4.167194864,0.390198,0.190198,0.003602115,3.602115096,1.59027,0.69027,0.020631859,20.63185853
-0.268524,-0.268524,0.004156909,4.156908655,0.391266,0.191266,0.003608002,3.608002324,1.5918,0.6918,0.020657838,20.65783815
-0.267548,-0.267548,0.004187756,4.187756053,0.392334,0.192334,0.003616843,3.616842818,1.59241,0.69241,0.020696744,20.69674381
-0.266449,-0.266449,0.004208317,4.208317242,0.393402,0.193402,0.003584444,3.58444376,1.59302,0.69302,0.020800577,20.80057725
-0.26532,-0.26532,0.004143209,4.143208682,0.39444,0.19444,0.003619786,3.619786432,1.59424,0.69424,0.020865463,20.86546252
-0.264343,-0.264343,0.004150059,4.150058669,0.395508,0.195508,0.003619786,3.619786432,1.59576,0.69576,0.0208914,20.89139963
-0.263245,-0.263245,0.004194606,4.19460604,0.396667,0.196667,0.003605059,3.60505871,1.59698,0.69698,0.020917337,20.91733673
-0.262238,-0.262238,0.00417062,4.170619858,0.397736,0.197736,0.003605059,3.60505871,1.59729,0.69729,0.020995191,20.99519055
-0.261139,-0.261139,0.004126072,4.126072487,0.398743,0.198743,0.003619786,3.619786432,1.59912,0.69912,0.021086055,21.08605544
-0.26001,-0.26001,0.004139772,4.13977246,0.39975,0.19975,0.003590331,3.590330988,1.59973,0.69973,0.021176878,21.17687782
-0.259003,-0.259003,0.004167195,4.167194864,0.400848,0.200848,0.003599171,3.599171482,1.60095,0.70095,0.021163909,21.16390927
-0.257843,-0.257843,0.004108936,4.108936291,0.401947,0.201947,0.003613899,3.613899204,1.60217,0.70217,0.021254732,21.25473164
-0.256866,-0.256866,0.004156909,4.156908655,0.403015,0.203015,0.003613899,3.613899204,1.6037,0.7037,0.021332585,21.33258547
-0.255768,-0.255768,0.004184331,4.18433106,0.404083,0.204083,0.003599171,3.599171482,1.6037,0.7037,0.021371534,21.37153364
-0.254669,-0.254669,0.004126072,4.126072487,0.405121,0.205121,0.003608002,3.608002324,1.60522,0.70522,0.021475325,21.47532456
-0.253632,-0.253632,0.004108936,4.108936291,0.406219,0.206219,0.003628627,3.628626925,1.60583,0.70583,0.021527241,21.52724129
-0.252533,-0.252533,0.004160334,4.160333648,0.407257,0.207257,0.003602115,3.602115096,1.60736,0.70736,0.02154021,21.54020984
-0.251526,-0.251526,0.004150059,4.150058669,0.408356,0.208356,0.003596228,3.596227868,1.60858,0.70858,0.02166998,21.66998038
-0.250427,-0.250427,0.004139772,4.13977246,0.409393,0.209393,0.003616843,3.616842818,1.6098,0.7098,0.021799708,21.79970841
-0.24939,-0.24939,0.004153484,4.153483662,0.410522,0.210522,0.003610956,3.610955589,1.61102,0.71102,0.021812677,21.81267696
-0.248322,-0.248322,0.00417062,4.170619858,0.41156,0.21156,0.003596228,3.596227868,1.61133,0.71133,0.021877562,21.87756223
-0.247192,-0.247192,0.004102075,4.102075075,0.412567,0.212567,0.003610956,3.610955589,1.61255,0.71255,0.021942448,21.9424475
-0.246155,-0.246155,0.004081514,4.081513886,0.413666,0.213666,0.003625674,3.62567366,1.61346,0.71346,0.022007333,22.00733278
-0.245087,-0.245087,0.004136347,4.136347466,0.414764,0.214764,0.003599171,3.599171482,1.61469,0.71469,0.022137103,22.13710332
-0.244049,-0.244049,0.004122636,4.122636264,0.415833,0.215833,0.003593275,3.593274602,1.61591,0.71591,0.02216304,22.16304042
-0.24295,-0.24295,0.004088375,4.088375102,0.41687,0.21687,0.003610956,3.610955589,1.61713,0.71713,0.022227926,22.2279257
-0.241943,-0.241943,0.004095225,4.095225089,0.417938,0.217938,0.003610956,3.610955589,1.61743,0.71743,0.022331759,22.33175914
-0.240845,-0.240845,0.004081514,4.081513886,0.419006,0.219006,0.003608002,3.608002324,1.61957,0.71957,0.022383633,22.38363334
-0.239838,-0.239838,0.004088375,4.088375102,0.420074,0.220074,0.003605059,3.60505871,1.61987,0.71987,0.022500435,22.50043534
-0.238739,-0.238739,0.004074664,4.0746639,0.421173,0.221173,0.003605059,3.60505871,1.6214,0.7214,0.022526372,22.52637244
-0.237701,-0.237701,0.004132922,4.132922473,0.422241,0.222241,0.003587387,3.587387374,1.62231,0.72231,0.022591258,22.59125771
-0.236572,-0.236572,0.004074664,4.0746639,0.423279,0.223279,0.003584444,3.58444376,1.62323,0.72323,0.022721028,22.72102826
-0.235474,-0.235474,0.004067814,4.067813914,0.424377,0.224377,0.003616843,3.616842818,1.62506,0.72506,0.022850799,22.85079881
-0.234467,-0.234467,0.004102075,4.102075075,0.425385,0.225385,0.003590331,3.590330988,1.62598,0.72598,0.022876736,22.87673591
-0.233368,-0.233368,0.004115786,4.115786278,0.426453,0.226453,0.003578557,3.578556532,1.62659,0.72659,0.02295459,22.95458973
-0.23233,-0.23233,0.004054103,4.054102711,0.427521,0.227521,0.003605059,3.60505871,1.62781,0.72781,0.023045412,23.04541211
-0.231201,-0.231201,0.004060953,4.060952698,0.42865,0.22865,0.003596228,3.596227868,1.62903,0.72903,0.023110297,23.11029738
-0.230194,-0.230194,0.004067814,4.067813914,0.429718,0.229718,0.003575603,3.575603266,1.63025,0.73025,0.023253036,23.25303647
-0.229126,-0.229126,0.004067814,4.067813914,0.430786,0.230786,0.0035815,3.581500146,1.63147,0.73147,0.023266005,23.26600503
-0.228027,-0.228027,0.004026692,4.026691536,0.431824,0.231824,0.003596228,3.596227868,1.63239,0.73239,0.023343859,23.34385885
-0.22699,-0.22699,0.004067814,4.067813914,0.432953,0.232953,0.003578557,3.578556532,1.6333,0.7333,0.023434681,23.43468122
-0.225922,-0.225922,0.004060953,4.060952698,0.434021,0.234021,0.0035815,3.581500146,1.63391,0.73391,0.023538515,23.53851467
-0.224854,-0.224854,0.004036967,4.036966516,0.435089,0.235089,0.0035815,3.581500146,1.63513,0.73513,0.023642306,23.64230559
-0.223816,-0.223816,0.004036967,4.036966516,0.436157,0.236157,0.003584444,3.58444376,1.63666,0.73666,0.023694222,23.69422232
-0.222717,-0.222717,0.004088375,4.088375102,0.437256,0.237256,0.003566772,3.566772424,1.63696,0.73696,0.02373317,23.73317049
-0.221649,-0.221649,0.004043817,4.043816502,0.438293,0.238293,0.003578557,3.578556532,1.63849,0.73849,0.023888878,23.88887813
-0.220612,-0.220612,0.004009555,4.00955534,0.439331,0.239331,0.003590331,3.590330988,1.63971,0.73971,0.024018606,24.01860616
-0.219513,-0.219513,0.004060953,4.060952698,0.44043,0.24043,0.003569716,3.569716038,1.64063,0.74063,0.024083491,24.08349143
-0.218506,-0.218506,0.004057528,4.057527704,0.441467,0.241467,0.003557932,3.55793193,1.64154,0.74154,0.024161345,24.16134526
-0.217407,-0.217407,0.004006119,4.006119118,0.442535,0.242535,0.003587387,3.587387374,1.64246,0.74246,0.024304084,24.30408435
-0.216339,-0.216339,0.004064378,4.064377691,0.443634,0.243634,0.003566772,3.566772424,1.64337,0.74337,0.024317053,24.3170529
-0.21524,-0.21524,0.004088375,4.088375102,0.444672,0.244672,0.003560885,3.560885195,1.64459,0.74459,0.02449874,24.49874017
-0.214203,-0.214203,0.004016405,4.016405327,0.445679,0.245679,0.0035815,3.581500146,1.64551,0.74551,0.024563625,24.56362545
-0.213135,-0.213135,0.003992419,3.992419145,0.446777,0.246777,0.0035815,3.581500146,1.64642,0.74642,0.024641479,24.64147927
-0.212067,-0.212067,0.004033542,4.033541522,0.447876,0.247876,0.003546157,3.546157474,1.64764,0.74764,0.024706365,24.70636454
-0.210999,-0.210999,0.004050678,4.050677718,0.448944,0.248944,0.003566772,3.566772424,1.64856,0.74856,0.024849104,24.84910364
-0.2099,-0.2099,0.004009555,4.00955534,0.449982,0.249982,0.003584444,3.58444376,1.65009,0.75009,0.024939926,24.93992601
-0.208862,-0.208862,0.004030117,4.030116529,0.451111,0.251111,0.003557932,3.55793193,1.65161,0.75161,0.024991843,24.99184274
-0.207794,-0.207794,0.003999269,3.999269131,0.452179,0.252179,0.003552045,3.552044702,1.65192,0.75192,0.025069697,25.06969656
-0.206726,-0.206726,0.003982133,3.982132936,0.453217,0.253217,0.003566772,3.566772424,1.65375,0.75375,0.025238373,25.23837276
-0.205688,-0.205688,0.003985558,3.985557929,0.454285,0.254285,0.003566772,3.566772424,1.65466,0.75466,0.025329195,25.32919513
-0.20462,-0.20462,0.004016405,4.016405327,0.455353,0.255353,0.003549101,3.549101088,1.65436,0.75436,0.025433029,25.43302858
-0.203552,-0.203552,0.003961572,3.961571747,0.456451,0.256451,0.003549101,3.549101088,1.65588,0.75588,0.02553682,25.5368195
-0.202423,-0.202423,0.003937586,3.937585565,0.45752,0.25752,0.003563829,3.56382881,1.65771,0.75771,0.025679559,25.6795586
-0.201447,-0.201447,0.003995844,3.995844138,0.458618,0.258618,0.003537317,3.53731698,1.65863,0.75863,0.025718464,25.71846425
-0.200317,-0.200317,0.00401983,4.01983032,0.459686,0.259686,0.003552045,3.552044702,1.66016,0.76016,0.025848235,25.84823479
-0.19928,-0.19928,0.003934161,3.934160572,0.460724,0.260724,0.003557932,3.55793193,1.66077,0.76077,0.025952068,25.95206824
-0.198212,-0.198212,0.003968433,3.968432963,0.461792,0.261792,0.003549101,3.549101088,1.66138,0.76138,0.025965037,25.96503679
-0.197174,-0.197174,0.003995844,3.995844138,0.46283,0.26283,0.003528486,3.528486138,1.6629,0.7629,0.026068828,26.06882772
-0.195984,-0.195984,0.003968433,3.968432963,0.463898,0.263898,0.003557932,3.55793193,1.66412,0.76412,0.026263484,26.26348353
-0.194977,-0.194977,0.003982133,3.982132936,0.464996,0.264996,0.003546157,3.546157474,1.66565,0.76565,0.026380243,26.38024301
-0.193939,-0.193939,0.004006119,4.006119118,0.466095,0.266095,0.003534373,3.534373366,1.66595,0.76595,0.026445128,26.44512828
-0.192841,-0.192841,0.003971858,3.971857956,0.467102,0.267102,0.003528486,3.528486138,1.66687,0.76687,0.026587867,26.58786738
-0.191772,-0.191772,0.003951297,3.951296767,0.468201,0.268201,0.003546157,3.546157474,1.66779,0.76779,0.02667869,26.67868975
-0.190735,-0.190735,0.003964997,3.96499674,0.469177,0.269177,0.00353143,3.531429752,1.66901,0.76901,0.026795492,26.79549175
-0.189636,-0.189636,0.003985558,3.985557929,0.470306,0.270306,0.003534373,3.534373366,1.67053,0.77053,0.026912294,26.91229374
-0.188599,-0.188599,0.003937586,3.937585565,0.471436,0.271436,0.00353143,3.531429752,1.67145,0.77145,0.02708097,27.08096994
-0.187531,-0.187531,0.003941011,3.941010558,0.472443,0.272443,0.003537317,3.53731698,1.67267,0.77267,0.027119876,27.11987559
-0.186432,-0.186432,0.003992419,3.992419145,0.473511,0.273511,0.003501974,3.501974308,1.67358,0.77358,0.027236678,27.23667759
-0.185425,-0.185425,0.003968433,3.968432963,0.474579,0.274579,0.003522589,3.522589258,1.6745,0.7745,0.027431333,27.43133341
-0.184387,-0.184387,0.003903313,3.903313174,0.475677,0.275677,0.003534373,3.534373366,1.67572,0.77572,0.027509187,27.50918723
-0.183258,-0.183258,0.003937586,3.937585565,0.476807,0.276807,0.003522589,3.522589258,1.67664,0.77664,0.027574073,27.5740725
-0.182159,-0.182159,0.003968433,3.968432963,0.477753,0.277753,0.003507862,3.507861536,1.67816,0.77816,0.027703801,27.70380053
-0.181122,-0.181122,0.003930736,3.930735578,0.478882,0.278882,0.003534373,3.534373366,1.67877,0.77877,0.027872519,27.87251925
-0.180054,-0.180054,0.003937586,3.937585565,0.47995,0.27995,0.003513758,3.513758416,1.67999,0.77999,0.027963342,27.96334162
-0.178986,-0.178986,0.003947861,3.947860544,0.480957,0.280957,0.003519646,3.519645644,1.68091,0.78091,0.028054164,28.054164
-0.177948,-0.177948,0.003930736,3.930735578,0.482117,0.282117,0.003519646,3.519645644,1.68243,0.78243,0.028183935,28.18393454
-0.17691,-0.17691,0.003937586,3.937585565,0.483093,0.283093,0.003537317,3.53731698,1.68335,0.78335,0.028339642,28.33964219
-0.175751,-0.175751,0.003930736,3.930735578,0.484192,0.284192,0.003519646,3.519645644,1.68457,0.78457,0.028482381,28.48238129
-0.174683,-0.174683,0.003937586,3.937585565,0.485291,0.285291,0.003528486,3.528486138,1.68457,0.78457,0.02862512,28.62512038
-0.173645,-0.173645,0.003869041,3.869040782,0.486359,0.286359,0.003540261,3.540260594,1.68549,0.78549,0.028728911,28.72891131
-0.172607,-0.172607,0.003927299,3.927299356,0.487396,0.287396,0.003528486,3.528486138,1.68762,0.78762,0.028806765,28.80676513
-0.171509,-0.171509,0.003951297,3.951296767,0.488556,0.288556,0.003501974,3.501974308,1.68854,0.78854,0.028962473,28.96247278
-0.17041,-0.17041,0.003910174,3.91017439,0.489502,0.289502,0.00353143,3.531429752,1.68976,0.78976,0.02911818,29.11818043
-0.169434,-0.169434,0.003889613,3.889613201,0.490631,0.290631,0.003546157,3.546157474,1.69067,0.79067,0.029247951,29.24795097
-0.168365,-0.168365,0.003910174,3.91017439,0.491699,0.291699,0.003525533,3.525532872,1.69189,0.79189,0.029325805,29.3258048
-0.167236,-0.167236,0.003886177,3.886176978,0.492767,0.292767,0.003513758,3.513758416,1.69281,0.79281,0.029481512,29.48151244
-0.166138,-0.166138,0.003875902,3.875901998,0.493866,0.293866,0.003543204,3.543204208,1.69434,0.79434,0.029650231,29.65023116
-0.165131,-0.165131,0.003903313,3.903313174,0.494934,0.294934,0.003513758,3.513758416,1.69464,0.79464,0.02979297,29.79297026
-0.164032,-0.164032,0.003896463,3.896463187,0.495972,0.295972,0.003513758,3.513758416,1.69586,0.79586,0.029883793,29.88379263
-0.162994,-0.162994,0.003858766,3.858765803,0.497009,0.297009,0.003519646,3.519645644,1.69739,0.79739,0.030065437,30.06543738
-0.161957,-0.161957,0.003879327,3.879326992,0.498108,0.298108,0.003519646,3.519645644,1.69861,0.79861,0.030208176,30.20817648
-0.160858,-0.160858,0.003927299,3.927299356,0.499176,0.299176,0.003510815,3.510814802,1.69952,0.79952,0.030402832,30.4028323
-0.159821,-0.159821,0.003899888,3.89988818,0.500183,0.300183,0.003513758,3.513758416,1.70044,0.80044,0.030571508,30.57150849
-0.158691,-0.158691,0.003869041,3.869040782,0.501282,0.301282,0.00353143,3.531429752,1.70166,0.80166,0.030662331,30.66233087
-0.157684,-0.157684,0.003910174,3.91017439,0.50238,0.30238,0.003516702,3.51670203,1.70258,0.80258,0.030727216,30.72721614
-0.156616,-0.156616,0.003934161,3.934160572,0.503387,0.303387,0.003510815,3.510814802,1.70319,0.80319,0.030986757,30.98675723
-0.155548,-0.155548,0.003865616,3.865615789,0.504517,0.304517,0.00353143,3.531429752,1.70471,0.80471,0.031168402,31.16840198
-0.154449,-0.154449,0.003872477,3.872477005,0.505554,0.305554,0.003534373,3.534373366,1.70593,0.80593,0.031272235,31.27223543
-0.153442,-0.153442,0.003896463,3.896463187,0.506592,0.306592,0.003516702,3.51670203,1.70654,0.80654,0.031401963,31.40196345
-0.152313,-0.152313,0.003889613,3.889613201,0.507721,0.307721,0.003525533,3.525532872,1.70746,0.80746,0.031609588,31.60958782
-0.151367,-0.151367,0.003845055,3.8450546,0.50882,0.30882,0.003546157,3.546157474,1.70929,0.80929,0.031713421,31.71342127
-0.150208,-0.150208,0.003872477,3.872477005,0.509857,0.309857,0.003516702,3.51670203,1.7099,0.8099,0.031921003,31.92100312
-0.149139,-0.149139,0.003903313,3.903313174,0.510895,0.310895,0.003516702,3.51670203,1.71112,0.81112,0.03210269,32.10269038
-0.148071,-0.148071,0.00384848,3.848479594,0.512024,0.312024,0.003528486,3.528486138,1.71204,0.81204,0.032271367,32.27136658
-0.147003,-0.147003,0.003872477,3.872477005,0.513092,0.313092,0.003528486,3.528486138,1.71265,0.81265,0.032401137,32.40113713
-0.145935,-0.145935,0.003910174,3.91017439,0.51413,0.31413,0.003522589,3.522589258,1.71417,0.81417,0.032582782,32.58278188
-0.144836,-0.144836,0.003875902,3.875901998,0.515198,0.315198,0.003516702,3.51670203,1.71509,0.81509,0.032803375,32.8033748
-0.143829,-0.143829,0.003845055,3.8450546,0.516296,0.316296,0.003543204,3.543204208,1.71661,0.81661,0.032920177,32.92017679
-0.142761,-0.142761,0.003913599,3.913599383,0.517303,0.317303,0.003510815,3.510814802,1.71783,0.81783,0.033062916,33.06291589
-0.141663,-0.141663,0.003910174,3.91017439,0.518402,0.318402,0.003513758,3.513758416,1.71814,0.81814,0.033296477,33.29647736
-0.140625,-0.140625,0.003869041,3.869040782,0.519501,0.319501,0.00353143,3.531429752,1.71936,0.81936,0.033556018,33.55601845
-0.139618,-0.139618,0.003872477,3.872477005,0.520508,0.320508,0.003528486,3.528486138,1.7215,0.8215,0.033685746,33.68574648
-0.138458,-0.138458,0.003862191,3.862190796,0.521637,0.321637,0.003510815,3.510814802,1.7218,0.8218,0.033893371,33.89337085
