Figure 3 data,,,,,,,,,,,
Exp 1 (11/17),,,,Exp 3 (12/1),,,,Exp 6 (10/11),,,
300 mV/s,,,,300 mV/s,,,,300 mV/s,,,
WE Potential (V),Adjusted Potential (WE Potential + 0 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2),WE Potential (V),Adjusted Potential (WE Potential - 0.2 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2),WE Potential (V),Adjusted Potential (WE Potential - 0.9 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2)
0.826111,0.826111,0.006415282,6.415281807,0.915222,0.715222,-0.001186962,-1.186961732,1.3147,0.4147,-0.000259521,-0.259520682
0.827026,0.827026,0.006425568,6.425568016,0.914307,0.714307,-0.001184018,-1.184018118,1.31348,0.41348,-0.000246544,-0.246544478
0.828247,0.828247,0.006579783,6.579782547,0.913696,0.713696,-0.001186962,-1.186961732,1.31287,0.41287,-0.000207616,-0.207616291
0.829468,0.829468,0.006627755,6.627754911,0.912476,0.712476,-0.001178121,-1.178121238,1.31134,0.41134,-0.000181664,-0.181664308
0.829773,0.829773,0.006566071,6.566071344,0.91095,0.71095,-0.001151619,-1.15161906,1.31042,0.41042,-0.000116784,-0.116784137
0.830994,0.830994,0.006675727,6.675727275,0.91095,0.71095,-0.001154563,-1.154562674,1.3089,0.4089,-0.000142736,-0.14273612
0.832214,0.832214,0.006733986,6.733985848,0.909119,0.709119,-0.001148675,-1.148675446,1.30859,0.40859,-0.000103808,-0.103808358
0.83313,0.83313,0.006747697,6.74769705,0.908203,0.708203,-0.001128051,-1.128050844,1.30737,0.40737,-9.08E-05,-0.090832154
0.834351,0.834351,0.006771683,6.771683232,0.906982,0.706982,-0.001116276,-1.116276388,1.30615,0.40615,-6.49E-05,-0.064880171
0.836182,0.836182,0.006740847,6.740847064,0.905762,0.705762,-0.001101549,-1.101548666,1.30493,0.40493,-5.19E-05,-0.051903966
0.837097,0.837097,0.006740847,6.740847064,0.904846,0.704846,-0.001080934,-1.080933716,1.30402,0.40402,-2.60E-05,-0.025952068
0.837708,0.837708,0.006836803,6.836803021,0.904236,0.704236,-0.001057366,-1.0573655,1.3031,0.4031,0,0
0.838928,0.838928,0.006884775,6.884775385,0.90271,0.70271,-0.001072093,-1.072093222,1.30157,0.40157,1.30E-05,0.012976034
0.840149,0.840149,0.006901912,6.901911581,0.901489,0.701489,-0.001042638,-1.042637778,1.30066,0.40066,5.19E-05,0.051903966
0.84137,0.84137,0.006912198,6.91219779,0.900879,0.700879,-0.001010239,-1.01023872,1.29913,0.39913,5.19E-05,0.051903966
0.84198,0.84198,0.006936184,6.936183972,0.899353,0.699353,-0.001001408,-1.001407878,1.29852,0.39852,3.89E-05,0.03892806
0.843201,0.843201,0.006984156,6.984156336,0.898438,0.698438,-0.000998464,-0.998464264,1.29761,0.39761,7.79E-05,0.07785595
0.843506,0.843506,0.006997868,6.997867539,0.897217,0.697217,-0.000960171,-0.960171222,1.29639,0.39639,7.79E-05,0.07785595
0.845642,0.845642,0.007018429,7.018428727,0.895691,0.695691,-0.000954281,-0.954281098,1.29517,0.39517,5.19E-05,0.051903966
0.846252,0.846252,0.007076687,7.076687301,0.895691,0.695691,-0.0009425,-0.942499886,1.29425,0.39425,0.000116784,0.116784137
0.847778,0.847778,0.007090399,7.090398503,0.89447,0.69447,-0.00094839,-0.94839001,1.29303,0.39303,9.08E-05,0.090832154
0.848389,0.848389,0.007066401,7.066401091,0.89325,0.69325,-0.000907155,-0.907155284,1.29242,0.39242,0.000142736,0.14273612
0.848999,0.848999,0.007138371,7.138370867,0.892334,0.692334,-0.000921882,-0.92188204,1.2915,0.3915,0.00012976,0.129760341
0.850525,0.850525,0.007182918,7.182918238,0.890808,0.690808,-0.00089832,-0.898319616,1.28998,0.38998,0.000116784,0.116784137
0.85144,0.85144,0.007182918,7.182918238,0.889893,0.689893,-0.000874757,-0.874757191,1.28937,0.38937,0.000168689,0.168688529
0.852661,0.852661,0.007172643,7.172643258,0.888977,0.688977,-0.000857086,-0.857085855,1.28784,0.38784,0.00012976,0.129760341
0.853882,0.853882,0.007179493,7.179493245,0.888062,0.688062,-0.000874757,-0.874757191,1.28754,0.38754,0.000142736,0.14273612
0.855103,0.855103,0.007237752,7.237751818,0.886536,0.686536,-0.000833522,-0.833522465,1.28571,0.38571,0.000181664,0.181664308
0.855408,0.855408,0.007224052,7.224051845,0.885925,0.685925,-0.000807015,-0.807015461,1.28448,0.38448,0.000142736,0.14273612
0.856323,0.856323,0.00729601,7.296010391,0.88501,0.68501,-0.000815851,-0.815851129,1.28448,0.38448,0.000155712,0.155712324
0.858459,0.858459,0.007309722,7.309721593,0.883789,0.683789,-0.000812906,-0.812905585,1.28235,0.38235,0.000155712,0.155712324
0.859375,0.859375,0.007265174,7.265174223,0.882568,0.682568,-0.000795234,-0.795234249,1.28143,0.38143,0.000181664,0.181664308
0.859985,0.859985,0.007330283,7.330282782,0.881348,0.681348,-0.000795234,-0.795234249,1.28021,0.38021,0.000181664,0.181664308
0.861206,0.861206,0.007388541,7.388541355,0.880127,0.680127,-0.000795234,-0.795234249,1.2796,0.3796,0.000181664,0.181664308
0.862427,0.862427,0.007470786,7.470786111,0.878906,0.678906,-0.000777562,-0.777561947,1.27808,0.37808,0.000168689,0.168688529
0.863647,0.863647,0.007443375,7.443374935,0.878296,0.678296,-0.000765781,-0.765780735,1.27686,0.37686,0.000194641,0.194640512
0.864258,0.864258,0.007529045,7.529044684,0.877075,0.677075,-0.000774616,-0.774616403,1.27625,0.37625,0.000181664,0.181664308
0.865173,0.865173,0.007549606,7.549605872,0.87616,0.67616,-0.000765781,-0.765780735,1.27472,0.37472,0.000259521,0.259520682
0.866394,0.866394,0.007583878,7.583878264,0.875244,0.675244,-0.000739273,-0.739272766,1.27441,0.37441,0.000233568,0.233568274
0.86792,0.86792,0.007717532,7.717531606,0.873718,0.673718,-0.000759891,-0.759890611,1.2735,0.3735,0.000194641,0.194640512
0.868225,0.868225,0.007755229,7.75522899,0.872803,0.672803,-0.000762835,-0.762835191,1.27136,0.37136,0.000337377,0.337376632
0.870056,0.870056,0.007758654,7.758653983,0.871887,0.671887,-0.000739273,-0.739272766,1.27045,0.37045,0.000363329,0.363328615
0.870972,0.870972,0.007772365,7.772365186,0.870667,0.670667,-0.000736327,-0.736327222,1.26953,0.36953,0.000298448,0.298448445
0.871887,0.871887,0.007875171,7.87517113,0.870056,0.670056,-0.000756945,-0.756945067,1.26892,0.36892,0.000259521,0.259520682
0.873108,0.873108,0.007977977,7.977977074,0.86853,0.66853,-0.000733383,-0.733382642,1.2674,0.3674,0.000272496,0.272496461
0.874329,0.874329,0.007991688,7.991688276,0.86792,0.66792,-0.000724546,-0.724546009,1.26648,0.36648,0.000246544,0.246544478
0.875244,0.875244,0.008063658,8.063658051,0.865784,0.665784,-0.000733383,-0.733382642,1.26526,0.36526,0.000194641,0.194640512
0.876465,0.876465,0.008043097,8.043096863,0.865784,0.665784,-0.000721601,-0.72160143,1.26404,0.36404,0.000207616,0.207616291
0.877075,0.877075,0.008084219,8.08421924,0.864258,0.664258,-0.000721601,-0.72160143,1.26312,0.36312,0.000220592,0.220592495
0.877991,0.877991,0.0081973,8.197300164,0.863037,0.663037,-0.000700984,-0.700983584,1.26221,0.36221,0.000168689,0.168688529
0.879822,0.879822,0.008272695,8.272694933,0.861816,0.661816,-0.000706875,-0.706874673,1.26099,0.36099,0.000155712,0.155712324
0.879822,0.879822,0.008306967,8.306967324,0.861511,0.661511,-0.000689202,-0.689202372,1.26068,0.36068,0.000220592,0.220592495
0.881653,0.881653,0.00826242,8.262419953,0.860596,0.660596,-0.000674477,-0.67447658,1.25916,0.35916,0.000220592,0.220592495
0.882568,0.882568,0.008368651,8.36865089,0.85907,0.65907,-0.000689202,-0.689202372,1.25763,0.35763,0.000181664,0.181664308
0.883484,0.883484,0.008488593,8.48859303,0.857849,0.657849,-0.00066564,-0.665639947,1.25732,0.35732,0.000168689,0.168688529
0.884705,0.884705,0.008529727,8.529726637,0.856628,0.656628,-0.000642078,-0.642077523,1.2558,0.3558,0.000220592,0.220592495
0.885925,0.885925,0.008594835,8.594835197,0.856018,0.656018,-0.000630296,-0.63029631,1.25488,0.35488,0.000207616,0.207616291
0.886841,0.886841,0.008615396,8.615396385,0.854797,0.654797,-0.000639132,-0.639131978,1.25366,0.35366,0.000233568,0.233568274
0.887756,0.887756,0.008618821,8.618821379,0.853577,0.653577,-0.000612625,-0.612624974,1.25244,0.35244,0.000181664,0.181664308
0.888977,0.888977,0.008718202,8.718202329,0.852356,0.652356,-0.000583171,-0.583171461,1.25183,0.35183,0.000207616,0.207616291
0.889893,0.889893,0.008838144,8.838144469,0.852356,0.652356,-0.000600844,-0.600843762,1.25031,0.35031,0.000220592,0.220592495
0.891113,0.891113,0.008862142,8.86214188,0.85022,0.65022,-0.000580226,-0.580225916,1.24908,0.34908,0.000220592,0.220592495
0.892029,0.892029,0.008848431,8.848430678,0.848999,0.648999,-0.000568445,-0.568444704,1.24847,0.34847,0.000168689,0.168688529
0.892944,0.892944,0.008916964,8.916964231,0.848694,0.648694,-0.000556663,-0.556663491,1.24756,0.34756,0.000168689,0.168688529
0.89447,0.89447,0.009002645,9.002645209,0.847778,0.647778,-0.000559609,-0.559609036,1.24634,0.34634,0.000103808,0.103808358
0.895386,0.895386,0.009016345,9.016345182,0.846252,0.646252,-0.000541937,-0.541936735,1.24542,0.34542,0.000194641,0.194640512
0.896301,0.896301,0.009102026,9.10202616,0.845032,0.645032,-0.000527211,-0.527210943,1.2439,0.3439,0.000155712,0.155712324
0.897522,0.897522,0.009194557,9.194557124,0.844116,0.644116,-0.000538992,-0.538992155,1.24298,0.34298,0.000194641,0.194640512
0.898438,0.898438,0.009232255,9.232254508,0.842285,0.642285,-0.000536047,-0.536046611,1.24237,0.34237,0.000142736,0.14273612
0.899963,0.899963,0.009304213,9.304213054,0.84259,0.64259,-0.000509539,-0.509538642,1.24146,0.34146,0.000246544,0.246544478
0.901184,0.901184,0.009396744,9.396744019,0.841064,0.641064,-0.00052132,-0.521319854,1.23993,0.33993,0.000181664,0.181664308
0.901489,0.901489,0.009472139,9.472138787,0.839539,0.639539,-0.000527211,-0.527210943,1.23901,0.33901,0.000207616,0.207616291
0.903015,0.903015,0.009533822,9.533822354,0.838928,0.638928,-0.000494812,-0.494811885,1.2384,0.3384,0.000181664,0.181664308
0.903625,0.903625,0.009619492,9.619492102,0.837708,0.637708,-0.000506593,-0.506593098,1.23596,0.33596,0.000142736,0.14273612
0.905151,0.905151,0.009715448,9.71544806,0.836182,0.636182,-0.000500703,-0.500702974,1.23535,0.33535,0.000155712,0.155712324
0.906067,0.906067,0.009715448,9.71544806,0.835266,0.635266,-0.000497757,-0.49775743,1.23413,0.33413,0.000194641,0.194640512
0.907288,0.907288,0.00983539,9.835390199,0.834351,0.634351,-0.000471249,-0.47124946,1.23383,0.33383,0.000142736,0.14273612
0.908203,0.908203,0.009934782,9.93478238,0.833435,0.633435,-0.000491867,-0.491867306,1.23199,0.33199,0.000103808,0.103808358
0.909424,0.909424,0.010092422,10.0924219,0.831909,0.631909,-0.000474195,-0.474195005,1.23169,0.33169,9.08E-05,0.090832154
0.910034,0.910034,0.010102697,10.10269688,0.831299,0.631299,-0.000465359,-0.465359337,1.23047,0.33047,0.000116784,0.116784137
0.911255,0.911255,0.010208939,10.20893905,0.830383,0.630383,-0.000462414,-0.462413792,1.22925,0.32925,6.49E-05,0.064880171
0.911865,0.911865,0.010311745,10.31174499,0.828857,0.628857,-0.000488922,-0.488921762,1.22833,0.32833,9.08E-05,0.090832154
0.913086,0.913086,0.010366579,10.36657857,0.828247,0.628247,-0.000456523,-0.456522704,1.2265,0.3265,5.19E-05,0.051903966
0.914307,0.914307,0.010510507,10.5105069,0.827637,0.627637,-0.000435906,-0.435905823,1.2265,0.3265,3.89E-05,0.03892806
0.915222,0.915222,0.010524218,10.5242181,0.826416,0.626416,-0.000450633,-0.45063258,1.22498,0.32498,-3.89E-05,-0.03892806
0.917053,0.917053,0.010606463,10.60646285,0.825195,0.625195,-0.000462414,-0.462413792,1.22406,0.32406,3.89E-05,0.03892806
0.917664,0.917664,0.010702419,10.70241881,0.823669,0.623669,-0.000424125,-0.424124611,1.22284,0.32284,0,0
0.918884,0.918884,0.010842922,10.84292214,0.822754,0.622754,-0.000435906,-0.435905823,1.22192,0.32192,-5.19E-05,-0.051903966
0.9198,0.9198,0.010993712,10.99371168,0.821838,0.621838,-0.00043296,-0.432960279,1.22101,0.32101,-3.89E-05,-0.03892806
0.920715,0.920715,0.010990287,10.99028668,0.820618,0.620618,-0.000418234,-0.418234487,1.21948,0.31948,-6.49E-05,-0.064880171
0.921631,0.921631,0.011003987,11.00398666,0.819702,0.619702,-0.000409398,-0.409397854,1.21826,0.31826,-7.79E-05,-0.07785595
0.923462,0.923462,0.011175337,11.17533738,0.818481,0.618481,-0.000418234,-0.418234487,1.21735,0.31735,-0.000155712,-0.155712324
0.924988,0.924988,0.011261041,11.26104082,0.817566,0.617566,-0.000394672,-0.394672062,1.21643,0.31643,-9.08E-05,-0.090832154
0.924988,0.924988,0.011401522,11.40152169,0.81665,0.61665,-0.000391727,-0.391726518,1.21552,0.31552,-0.00012976,-0.129760341
0.925903,0.925903,0.011391191,11.39119056,0.81543,0.61543,-0.000394672,-0.394672062,1.21399,0.31399,-0.000155712,-0.155712324
0.927429,0.927429,0.011452953,11.45295273,0.814514,0.614514,-0.000400562,-0.400562186,1.21368,0.31368,-0.000103808,-0.103808358
0.92804,0.92804,0.011507753,11.50775263,0.813599,0.613599,-0.000385835,-0.385835429,1.21246,0.31246,-0.000103808,-0.103808358
0.92926,0.92926,0.011641384,11.64138351,0.812073,0.612073,-0.000382891,-0.38289085,1.21124,0.31124,-0.000142736,-0.14273612
0.931091,0.931091,0.011843627,11.84362655,0.811157,0.611157,-0.000391727,-0.391726518,1.21002,0.31002,-0.000155712,-0.155712324
0.931702,0.931702,0.011812745,11.81274546,0.810242,0.610242,-0.000382891,-0.38289085,1.20911,0.30911,-0.000155712,-0.155712324
0.932617,0.932617,0.011864177,11.86417651,0.809021,0.609021,-0.000371109,-0.371108673,1.20728,0.30728,-0.000207616,-0.207616291
0.934143,0.934143,0.012001289,12.00128853,0.808105,0.608105,-0.000382891,-0.38289085,1.20667,0.30667,-0.000259521,-0.259520682
0.934753,0.934753,0.012066307,12.06630726,0.80658,0.60658,-0.000368164,-0.368164093,1.20514,0.30514,-0.000272496,-0.272496461
0.936279,0.936279,0.012117738,12.1177383,0.805054,0.605054,-0.000350492,-0.350491792,1.20483,0.30483,-0.000285473,-0.285472666
0.93689,0.93689,0.0122343,12.23430037,0.804749,0.604749,-0.000344602,-0.344601669,1.203,0.303,-0.000311425,-0.311424649
0.93811,0.93811,0.012367931,12.36793125,0.803528,0.603528,-0.000368164,-0.368164093,1.20331,0.30331,-0.000298448,-0.298448445
0.939026,0.939026,0.012426212,12.42621228,0.802917,0.602917,-0.00033282,-0.332820456,1.20148,0.30148,-0.000259521,-0.259520682
0.940247,0.940247,0.012470681,12.47068105,0.801392,0.601392,-0.000321039,-0.321039244,1.19995,0.29995,-0.000311425,-0.311424649
0.941467,0.941467,0.012652374,12.65237413,0.799866,0.599866,-0.000341656,-0.341656124,1.19934,0.29934,-0.000337377,-0.337376632
0.942078,0.942078,0.012727724,12.72772398,0.79895,0.59895,-0.000341656,-0.341656124,1.19812,0.29812,-0.000337377,-0.337376632
0.942688,0.942688,0.012796336,12.79633614,0.798035,0.598035,-0.000318094,-0.318093699,1.1972,0.2972,-0.000337377,-0.337376632
0.944519,0.944519,0.012902567,12.90256708,0.797424,0.597424,-0.000323984,-0.323983823,1.19629,0.29629,-0.000402257,-0.402256803
0.945435,0.945435,0.013019017,13.01901685,0.795898,0.595898,-0.000326929,-0.326929367,1.19476,0.29476,-0.000402257,-0.402256803
0.946045,0.946045,0.013097848,13.09784784,0.794983,0.594983,-0.000306312,-0.306312487,1.19385,0.29385,-0.000415233,-0.415232582
0.94696,0.94696,0.013169829,13.16982884,0.793762,0.593762,-0.000303367,-0.303366943,1.19263,0.29263,-0.000454163,-0.454162895
0.948486,0.948486,0.013306941,13.30694087,0.792847,0.592847,-0.000318094,-0.318093699,1.19263,0.29263,-0.000467136,-0.467135698
0.949097,0.949097,0.01334456,13.34455965,0.792236,0.592236,-0.000294531,-0.294531275,1.19049,0.29049,-0.000428209,-0.428208786
0.950928,0.950928,0.013447422,13.44742174,0.790405,0.590405,-0.00028275,-0.282750062,1.18958,0.28958,-0.00049309,-0.493089807
0.951843,0.951843,0.013581053,13.58105262,0.789795,0.589795,-0.000285696,-0.285695607,1.18866,0.28866,-0.000557971,-0.557970828
0.952759,0.952759,0.013680434,13.68043357,0.788574,0.588574,-0.000303367,-0.303366943,1.18744,0.28744,-0.000532017,-0.532016719
0.953979,0.953979,0.013721533,13.72153349,0.787659,0.587659,-0.000279805,-0.279804518,1.18652,0.28652,-0.000532017,-0.532016719
0.955505,0.955505,0.013838096,13.83809555,0.786743,0.586743,-0.000268023,-0.268023306,1.18561,0.28561,-0.000609875,-0.609874794
0.956421,0.956421,0.013961508,13.9615076,0.785522,0.585522,-0.000273913,-0.273913429,1.18408,0.28408,-0.000609875,-0.609874794
0.957031,0.957031,0.014040339,14.0403386,0.784607,0.584607,-0.00028275,-0.282750062,1.18317,0.28317,-0.000635825,-0.635824651
0.958252,0.958252,0.014105357,14.10535732,0.783081,0.583081,-0.000268023,-0.268023306,1.18195,0.28195,-0.000635825,-0.635824651
0.959473,0.959473,0.014283569,14.28356926,0.781555,0.581555,-0.00028864,-0.288640186,1.18134,0.28134,-0.000700706,-0.700705672
0.960999,0.960999,0.014335,14.33500031,0.78125,0.58125,-0.000276859,-0.276858974,1.17981,0.27981,-0.000700706,-0.700705672
0.961609,0.961609,0.014400131,14.40013133,0.780029,0.580029,-0.000270969,-0.27096885,1.1792,0.2792,-0.000726656,-0.72665553
0.962524,0.962524,0.014489181,14.48918115,0.779114,0.579114,-0.000268023,-0.268023306,1.17798,0.27798,-0.000687729,-0.687728618
0.963745,0.963745,0.014619443,14.61944319,0.777893,0.577893,-0.000294531,-0.294531275,1.17645,0.27645,-0.000687729,-0.687728618
0.964661,0.964661,0.014725674,14.72567412,0.776978,0.576978,-0.000259188,-0.259187638,1.17554,0.27554,-0.000687729,-0.687728618
0.965881,0.965881,0.014807874,14.80787396,0.776062,0.576062,-0.000253297,-0.253296549,1.17462,0.27462,-0.00075261,-0.752609639
0.966492,0.966492,0.014849086,14.84908617,0.774841,0.574841,-0.00028275,-0.282750062,1.17371,0.27371,-0.000817491,-0.81749066
0.967712,0.967712,0.014944986,14.94498598,0.773621,0.573621,-0.000276859,-0.276858974,1.17279,0.27279,-0.000791537,-0.791536551
0.969238,0.969238,0.015013598,15.01359814,0.77301,0.57301,-0.000241515,-0.241515336,1.17157,0.27157,-0.000817491,-0.81749066
0.970459,0.970459,0.015150598,15.15059787,0.771484,0.571484,-0.000265078,-0.265077761,1.17035,0.27035,-0.000843441,-0.843440517
0.971069,0.971069,0.015191698,15.19169779,0.770264,0.570264,-0.000259188,-0.259187638,1.16913,0.26913,-0.000856418,-0.856417572
0.971985,0.971985,0.015263679,15.2636788,0.769043,0.569043,-0.000250351,-0.250351004,1.16791,0.26791,-0.000947248,-0.94724845
0.973511,0.973511,0.015339141,15.33914094,0.768738,0.568738,-0.000244461,-0.244460881,1.1673,0.2673,-0.000934276,-0.934275647
0.974121,0.974121,0.015459072,15.45907185,0.767212,0.567212,-0.000247406,-0.247406425,1.16608,0.26608,-0.000934276,-0.934275647
0.975342,0.975342,0.015561822,15.56182165,0.766296,0.566296,-0.000253297,-0.253296549,1.16547,0.26547,-0.000973203,-0.973202559
0.976257,0.976257,0.015585853,15.58585275,0.765076,0.565076,-0.000229734,-0.229734124,1.16425,0.26425,-0.000960226,-0.960225504
0.977478,0.977478,0.015726334,15.72633362,0.76416,0.56416,-0.000241515,-0.241515336,1.16302,0.26302,-0.00098618,-0.986179614
0.979004,0.979004,0.015839415,15.83941454,0.763245,0.563245,-0.000250351,-0.250351004,1.16211,0.26211,-0.001025107,-1.025106525
0.979919,0.979919,0.015911396,15.91139555,0.762634,0.562634,-0.000235625,-0.235625213,1.16089,0.26089,-0.000999152,-0.999152416
0.980225,0.980225,0.015997077,15.99707652,0.761108,0.561108,-0.000220898,-0.220898456,1.16028,0.26028,-0.001115937,-1.115937404
0.98175,0.98175,0.016103307,16.10330746,0.759583,0.559583,-0.000250351,-0.250351004,1.15875,0.25875,-0.001089988,-1.089987546
0.982361,0.982361,0.016168438,16.16843848,0.758667,0.558667,-0.000229734,-0.229734124,1.15753,0.25753,-0.001128914,-1.128914458
0.983887,0.983887,0.016250638,16.25063832,0.757751,0.557751,-0.000215007,-0.215007367,1.15692,0.25692,-0.001167841,-1.16784137
0.985107,0.985107,0.01637405,16.37405037,0.756836,0.556836,-0.00023857,-0.238569792,1.1557,0.2557,-0.001167841,-1.16784137
0.986328,0.986328,0.016452881,16.45288136,0.75531,0.55531,-0.00023268,-0.232679668,1.15448,0.25448,-0.001232722,-1.232722391
0.986938,0.986938,0.016524862,16.52486237,0.754089,0.554089,-0.000220898,-0.220898456,1.15326,0.25326,-0.001219745,-1.219745336
0.988464,0.988464,0.016672193,16.67219322,0.753479,0.553479,-0.000220898,-0.220898456,1.15265,0.25265,-0.001245699,-1.245699446
0.989075,0.989075,0.016778424,16.77842416,0.752563,0.552563,-0.000217953,-0.217952912,1.15082,0.25082,-0.001284626,-1.284626357
0.990295,0.990295,0.016877805,16.87780511,0.751343,0.551343,-0.000226789,-0.22678858,1.15051,0.25051,-0.001271649,-1.271649303
0.991211,0.991211,0.016970336,16.97033607,0.750031,0.550031,-0.000220898,-0.220898456,1.1496,0.2496,-0.001362484,-1.362484433
0.992737,0.992737,0.017127998,17.12799806,0.748993,0.548993,-0.000241515,-0.241515336,1.14838,0.24838,-0.001323553,-1.323553269
0.993958,0.993958,0.01727196,17.27196007,0.747925,0.547925,-0.000220898,-0.220898456,1.14655,0.24655,-0.001375457,-1.375457236
0.994568,0.994568,0.017371341,17.37134102,0.746857,0.546857,-0.000212063,-0.212062788,1.14594,0.24594,-0.001323553,-1.323553269
0.996094,0.996094,0.017480941,17.4809408,0.745789,0.545789,-0.000217953,-0.217952912,1.14502,0.24502,-0.001440338,-1.440338257
0.997009,0.997009,0.017607722,17.6077217,0.744751,0.544751,-0.00023268,-0.232679668,1.1438,0.2438,-0.001414388,-1.414388399
