"Figure 14 top (Exp. 2, 100 mV/s)",,,,,,,,,"Figure 14 bottom (Exp. 3, 700 mV/s)",,,,,,,,
E (V),iData (A),iRSModified (A),iRS (A),WE Area (m2),WE Area (cm^2),I [Data] (A),I [A = A(t)] (mA),I [A = A?] (mA),E (V),iData (A),iRSModified (A),iRS (A),A (m2),WE Area,I [Data],I [A = A(t)],I [A = A?]
-0.582428,-0.000207322,-0.000211084,-0.000341903,6.41E-05,0.641386649,-2.07E-01,-2.11E-01,-3.42E-01,-0.582428,-0.00107991,-0.001093301,-0.001093301,0.000104,1.04,-1.08E+00,-1.09E+00,-1.09E+00
-0.583496,-0.000205493,-0.000210172,-0.000340791,6.41E-05,0.640704775,-2.05E-01,-2.10E-01,-3.41E-01,-0.583496,-0.00107321,-0.001090182,-0.001090182,0.000104,1.04,-1.07E+00,-1.09E+00,-1.09E+00
-0.584564,-0.000204123,-0.000209268,-0.000339687,6.40E-05,0.640024003,-2.04E-01,-2.09E-01,-3.40E-01,-0.584564,-0.00107065,-0.001087085,-0.001087085,0.000104,1.04,-1.07E+00,-1.09E+00,-1.09E+00
-0.585632,-0.000204367,-0.000208371,-0.00033859,6.39E-05,0.639349164,-2.04E-01,-2.08E-01,-3.39E-01,-0.585632,-0.00106868,-0.00108401,-0.00108401,0.000104,1.04,-1.07E+00,-1.08E+00,-1.08E+00
-0.5867,-0.000204263,-0.000207482,-0.000337501,6.39E-05,0.638675364,-2.04E-01,-2.07E-01,-3.38E-01,-0.5867,-0.00106095,-0.001080957,-0.001080957,0.000104,1.04,-1.06E+00,-1.08E+00,-1.08E+00
-0.587769,-0.000202802,-0.000206598,-0.000336418,6.38E-05,0.63800743,-2.03E-01,-2.07E-01,-3.36E-01,-0.587769,-0.0010604,-0.001077924,-0.001077924,0.000104,1.04,-1.06E+00,-1.08E+00,-1.08E+00
-0.588837,-0.000201117,-0.000205723,-0.000335344,6.37E-05,0.637339851,-2.01E-01,-2.06E-01,-3.35E-01,-0.588837,-0.00105303,-0.001074916,-0.001074916,0.000104,1.04,-1.05E+00,-1.07E+00,-1.07E+00
-0.589905,-0.000199887,-0.000204854,-0.000334277,6.37E-05,0.636678696,-2.00E-01,-2.05E-01,-3.34E-01,-0.589905,-0.00104913,-0.001071929,-0.001071929,0.000104,1.04,-1.05E+00,-1.07E+00,-1.07E+00
-0.590973,-0.000199097,-0.000203993,-0.000333218,6.36E-05,0.636018458,-1.99E-01,-2.04E-01,-3.33E-01,-0.590973,-0.00104633,-0.001068964,-0.001068964,0.000104,1.04,-1.05E+00,-1.07E+00,-1.07E+00
-0.592041,-0.000198189,-0.000203138,-0.000332165,6.35E-05,0.635363954,-1.98E-01,-2.03E-01,-3.32E-01,-0.592041,-0.00103632,-0.00106602,-0.00106602,0.000104,1.04,-1.04E+00,-1.07E+00,-1.07E+00
-0.593109,-0.000196932,-0.00020229,-0.000331121,6.35E-05,0.634710308,-1.97E-01,-2.02E-01,-3.31E-01,-0.593109,-0.00103954,-0.001063097,-0.001063097,0.000104,1.04,-1.04E+00,-1.06E+00,-1.06E+00
-0.594177,-0.000196354,-0.000201449,-0.000330083,6.34E-05,0.634062332,-1.96E-01,-2.01E-01,-3.30E-01,-0.594177,-0.00103285,-0.001060195,-0.001060195,0.000104,1.04,-1.03E+00,-1.06E+00,-1.06E+00
-0.595245,-0.000194844,-0.000200615,-0.000329053,6.33E-05,0.633415156,-1.95E-01,-2.01E-01,-3.29E-01,-0.595245,-0.00103586,-0.001057315,-0.001057315,0.000104,1.04,-1.04E+00,-1.06E+00,-1.06E+00
-0.596313,-0.000193815,-0.000199788,-0.00032803,6.33E-05,0.632773587,-1.94E-01,-2.00E-01,-3.28E-01,-0.596313,-0.00103287,-0.001054455,-0.001054455,0.000104,1.04,-1.03E+00,-1.05E+00,-1.05E+00
-0.597382,-0.000192554,-0.000198967,-0.000327013,6.32E-05,0.632132763,-1.93E-01,-1.99E-01,-3.27E-01,-0.597382,-0.00103021,-0.001051613,-0.001051613,0.000104,1.04,-1.03E+00,-1.05E+00,-1.05E+00
-0.59845,-0.000190285,-0.000198152,-0.000326005,6.31E-05,0.631496888,-1.90E-01,-1.98E-01,-3.26E-01,-0.59845,-0.00103295,-0.001048794,-0.001048794,0.000104,1.04,-1.03E+00,-1.05E+00,-1.05E+00
-0.599518,-0.000189381,-0.000197345,-0.000325004,6.31E-05,0.6308623,-1.89E-01,-1.97E-01,-3.25E-01,-0.599518,-0.00102977,-0.001045995,-0.001045995,0.000104,1.04,-1.03E+00,-1.05E+00,-1.05E+00
